,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State
0,1999.0,3.3000000000000003,18.0,0.09219047619047617,3.8333333333333335,0.0,23.66666666666667,12.883333333333335,MI
1,2000.0,2.8,13.0,0.0769,3.333333333333333,0.0,25.25,13.909090909090908,MI
2,2001.0,3.0500000000000003,18.0,0.08875000000000002,4.0,0.0,29.0,13.452941176470587,MI
3,2002.0,2.46,19.0,0.09128571428571428,3.0,0.0,24.33333333333333,13.082352941176472,MI
4,2003.0,1.8333333333333333,20.0,0.08866666666666669,2.4285714285714284,0.0,28.66666666666667,13.058823529411766,MI
5,2004.0,1.88,16.5,0.07240909090909092,3.6,0.0,26.0,11.177777777777779,MI
6,2005.0,1.6800000000000002,17.5,0.0835,3.0,0.0,27.0,13.776470588235293,MI
7,2006.0,2.375,15.0,0.07695652173913045,3.5,0.0,21.66666666666667,11.77142857142857,MI
8,2007.0,1.225,14.0,0.08426086956521739,5.0,0.0,24.5,12.24375,MI
9,2008.0,1.1,13.0,0.06908695652173914,5.0,0.0,19.5,10.343750000000002,MI
10,2009.0,1.4,13.0,0.0694090909090909,2.0,0.0,21.0,9.15,MI
11,2010.0,1.25,12.0,0.06995652173913045,2.0,0.10000000000000002,17.5,8.855555555555558,MI
12,2011.0,1.45,6.666666666666668,0.0747391304347826,2.0,0.04666666666666666,17.5,8.77222222222222,MI
13,2012.0,1.85,9.0,0.083,2.0,0.0275,23.0,8.763157894736844,MI
14,2013.0,1.3,8.666666666666666,0.06792000000000001,1.5,0.03,18.0,7.958823529411767,MI
15,2014.0,1.2,8.0,0.06808,1.8,0.022000000000000002,17.333333333333332,8.73125,MI
16,2015.0,1.45,8.666666666666666,0.06720000000000001,1.4,0.03,23.0,8.735294117647058,MI
0,2016.0,1.2105740153509452,7.216818768056252,0.07370488095615857,1.113845461076275,0.03295005740821219,16.104697294566197,8.272720411505409,MI
1,2017.0,0.16854314066817067,1.6387770375478328,0.04448033861556954,0.0,0.018723531012667518,18.568804093073595,4.179114265817953,MI
2,2018.0,0.5328531312673999,0.189312894009539,0.04395271116313102,0.5901341195646916,0.0224600987596302,4.125229718581934,0.6524666296610859,MI
3,2019.0,0.0,0.006636424930617224,0.047329563175269464,0.030257412800575978,0.015028605780539602,8.007197226786001,0.4822104382558883,MI
4,2020.0,0.0,0.0,0.009331994094121873,0.0,0.013119094003627079,0.0,0.0,MI
5,2021.0,0.0,0.0,0.017058687564176972,0.0,0.011655647507561042,3.248897939070698,0.0,MI
6,2022.0,0.0,0.0,0.004232140261494294,0.0,0.011203924067250872,0.0,0.0,MI
7,2023.0,0.0,0.0,0.021874412975157242,0.0,0.009671046675018212,1.1006102265264346,0.0,MI
8,2024.0,0.0,0.0,0.0,0.0,0.009754864013410382,0.0,0.0,MI
9,2025.0,0.0,0.0,0.01909488397903103,0.0,0.009204555806152025,0.13031782780829815,0.1852769072347229,MI
