,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State
0,1999.0,4.166666666666667,10.75,0.08883333333333335,1.8,0.0,23.857142857142854,14.85,SC
1,2000.0,3.333333333333333,9.0,0.08358823529411763,2.4,0.0,27.33333333333333,15.2,SC
2,2001.0,3.233333333333333,8.8,0.07988888888888887,2.142857142857143,0.0,25.42857142857143,12.853846153846153,SC
3,2002.0,2.9666666666666663,9.0,0.08757894736842106,1.8571428571428568,0.0,22.33333333333333,12.46,SC
4,2003.0,2.6666666666666665,6.333333333333332,0.07510526315789474,2.0,0.0,20.0,12.023076923076925,SC
5,2004.0,2.3,8.166666666666666,0.07360000000000001,2.0,0.0,26.57142857142857,13.344444444444445,SC
6,2005.0,1.7666666666666666,8.2,0.07742105263157895,2.142857142857143,0.0,24.555555555555557,13.822222222222221,SC
7,2006.0,1.6,7.8,0.075,1.7142857142857142,0.0,24.6,13.161538461538461,SC
8,2007.0,1.3,7.2,0.07522222222222222,1.7142857142857142,0.0,25.33333333333333,12.8,SC
9,2008.0,1.0666666666666669,8.0,0.0747142857142857,1.4,0.0,21.8,11.4,SC
10,2009.0,0.8,7.666666666666668,0.06343750000000001,1.25,0.0,20.2,9.766666666666666,SC
11,2010.0,0.7333333333333334,8.0,0.06894117647058824,1.0,0.0,20.5,10.822222222222226,SC
12,2011.0,0.9,7.333333333333332,0.06835294117647059,0.8,0.015,19.4,10.7,SC
13,2012.0,1.0,7.0,0.06485714285714286,0.0,0.0,16.0,0.0,SC
14,2013.0,0.7,6.333333333333332,0.0584,0.0,0.0,15.0,9.0,SC
15,2014.0,0.7,7.0,0.06142857142857144,0.0,0.0,15.6,9.116666666666667,SC
16,2015.0,0.8,7.5,0.0605,0.0,0.0,15.0,8.2,SC
0,2016.0,0.74436746306334,6.673343942839491,0.05551656256199687,0.0,0.0,13.890585105339701,0.8812908805283826,SC
1,2017.0,0.0,4.054509691471596,0.048185954407072754,0.0,0.0,3.232567655099638,6.092490326020936,SC
2,2018.0,0.0,3.828285211340482,0.047303183410240035,0.0,0.0,7.04090623551301,6.5511389514477205,SC
3,2019.0,0.0,0.39344873030378325,0.01655059423462706,0.0,0.0,2.3507781244155965,2.7899499995717623,SC
4,2020.0,0.0,1.6930973664625386,0.01971262776334403,0.0,0.0,0.0,0.0,SC
5,2021.0,0.0,0.0,0.010725051939067844,0.0,0.0,0.0,5.845106317328943,SC
6,2022.0,0.007623787757904964,0.17267194134198915,0.004340431934140016,0.0,0.0,0.0,0.0,SC
7,2023.0,0.0,0.0,0.0008891313169199395,0.0,0.0,0.0,1.8052778608096034,SC
8,2024.0,0.0,0.0,2.883541063807872e-05,0.0,0.0,0.0,0.0,SC
9,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,6.597255852175984,SC
