,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State
0,1999.0,4.262857142857143,19.68571428571429,0.08755102040816326,2.2857142857142856,0.0,32.91304347826087,17.036363636363635,CA
1,2000.0,3.802777777777779,18.058823529411768,0.08339583333333335,2.4,0.0,32.79591836734693,14.058620689655173,CA
2,2001.0,3.3722222222222213,17.21212121212121,0.08419148936170216,2.25,0.0,31.625,13.377142857142855,CA
3,2002.0,3.0388888888888883,16.823529411764707,0.08814285714285716,1.6666666666666667,0.0,34.15555555555556,14.519444444444444,CA
4,2003.0,2.7694444444444435,15.742857142857142,0.08585714285714284,1.5,0.0,30.88888888888889,11.965789473684211,CA
5,2004.0,2.5472222222222216,14.6,0.07985714285714288,1.9166666666666667,0.0,29.488372093023248,11.591428571428573,CA
6,2005.0,2.2228571428571438,14.735294117647056,0.07953061224489796,1.9090909090909087,0.0,26.209302325581394,11.465714285714286,CA
7,2006.0,2.2333333333333334,14.411764705882351,0.08436170212765959,1.5384615384615383,0.0,30.214285714285715,11.729729729729733,CA
8,2007.0,2.3000000000000003,13.794117647058822,0.07687755102040818,1.5,0.0,28.20454545454545,10.725641025641023,CA
9,2008.0,2.126923076923077,13.114285714285714,0.08516326530612245,1.2666666666666666,0.0,30.09756097560976,11.764864864864863,CA
10,2009.0,2.12,12.264705882352944,0.07675510204081634,1.0714285714285714,0.17333333333333334,27.232558139534888,10.455555555555557,CA
11,2010.0,1.6199999999999997,11.205882352941178,0.07457142857142858,0.8,0.1075,23.22727272727273,9.230555555555553,CA
12,2011.0,2.0,12.03125,0.07416326530612245,0.8461538461538461,0.125,26.73684210526316,10.77560975609756,CA
13,2012.0,1.7875000000000003,11.612903225806454,0.07495918367346939,0.6923076923076923,0.042,25.880952380952376,9.537499999999998,CA
14,2013.0,1.9708333333333332,11.96875,0.07191666666666667,0.6153846153846154,0.035,27.28947368421053,11.071428571428568,CA
15,2014.0,1.6423076923076925,10.787878787878787,0.0743265306122449,0.38461538461538464,0.03714285714285714,26.615384615384613,9.96315789473684,CA
16,2015.0,1.6538461538461533,10.909090909090908,0.07410204081632654,0.5714285714285714,0.042,25.16666666666667,9.832558139534887,CA
0,2016.0,1.4040933699296732,10.061651131271413,0.07131543489875547,0.4365306464359735,0.04768542742624474,24.342834661243824,9.878454409234374,CA
1,2017.0,0.24159043395504967,1.6803151836373362,0.060973904797339024,0.0,0.019673432251041057,12.05565164614379,5.6054873021011264,CA
2,2018.0,0.0,0.0,0.046968196686528116,0.0,0.014839969494675455,12.901765242572996,2.557533458324399,CA
3,2019.0,0.0,0.0,0.036185804861448206,0.0,0.01996803701171881,11.417809910692021,0.0,CA
4,2020.0,0.0,0.0,0.015364119989817786,0.0,0.016582505136662172,2.824559795680413,0.49349304486023904,CA
5,2021.0,0.04128023777137857,0.0,0.02337426987527364,0.0,0.012181795421007734,2.096364165496798,0.0,CA
6,2022.0,0.0,0.0,0.0030099115211347227,0.0,0.009438276193717298,1.06338062906066,0.0,CA
7,2023.0,0.19858420471142058,0.0,0.01437949528576106,0.0,0.011476315130301375,1.62947007632118,0.0,CA
8,2024.0,0.0,0.0,0.0,0.0,0.010521461059743716,0.0,0.0,CA
9,2025.0,0.36429802421948443,0.0,0.012201109531862611,0.0,0.010888166536131769,0.0,0.0,CA
