,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State
0,1999.0,3.640000000000001,16.833333333333332,0.08881818181818181,4.454545454545454,0.0,24.33333333333333,13.358333333333333,MO
1,2000.0,3.6800000000000006,13.428571428571427,0.08554545454545454,4.222222222222221,0.0,23.57142857142857,13.421428571428573,MO
2,2001.0,3.64,13.142857142857142,0.07909090909090909,3.0,0.0,27.57142857142857,13.353846153846154,MO
3,2002.0,4.85,13.0,0.08945454545454544,3.555555555555556,0.0,30.57142857142857,13.166666666666664,MO
4,2003.0,2.225,12.5,0.08272727272727272,3.333333333333333,0.0,26.66666666666667,12.553333333333333,MO
5,2004.0,2.25,12.125,0.06884615384615386,4.285714285714286,0.0,25.285714285714285,11.183333333333335,MO
6,2005.0,2.375,11.571428571428573,0.08507142857142856,4.666666666666667,0.0,30.142857142857146,13.823076923076924,MO
7,2006.0,1.825,10.857142857142858,0.08084615384615385,4.0,0.0,24.285714285714285,11.709999999999996,MO
8,2007.0,1.9333333333333336,10.428571428571429,0.08423076923076922,4.333333333333333,0.0,24.66666666666667,12.68,MO
9,2008.0,1.6,9.714285714285714,0.07,5.2,0.0,24.16666666666667,11.9125,MO
10,2009.0,1.2333333333333334,8.571428571428571,0.0674705882352941,4.5,0.9466666666666668,21.142857142857142,10.44,MO
11,2010.0,1.1,14.0,0.07277777777777777,5.333333333333333,0.436,27.75,11.033333333333333,MO
12,2011.0,1.4,14.0,0.07511111111111111,3.333333333333333,0.4125000000000001,27.4,11.075,MO
13,2012.0,1.2,14.0,0.08183333333333333,4.6,0.256,29.0,10.3,MO
14,2013.0,1.0,13.5,0.06633333333333333,3.6666666666666665,0.3233333333333334,22.33333333333333,9.9,MO
15,2014.0,1.05,13.5,0.06561111111111112,2.333333333333333,0.15000000000000002,24.16666666666667,9.883333333333336,MO
16,2015.0,1.2,10.0,0.06433333333333331,2.1666666666666665,0.05833333333333333,24.0,9.585714285714284,MO
0,2016.0,0.5454730895213734,10.211516728615637,0.06903723295380318,1.8311509479926875,0.1430188294896749,24.048437690749775,9.206107554053533,MO
1,2017.0,0.015179096221923705,1.2383754783513046,0.03998772768556951,0.36962701222408567,0.14454420106630622,14.722272753202622,9.48498278661235,MO
2,2018.0,0.0880476220282076,1.097070265866667,0.04545028890728284,0.0,0.10264753306752433,13.558462374439351,4.977073976327689,MO
3,2019.0,0.0,0.4441450149778724,0.03321820245102866,0.0,0.0696833174393883,7.594680430417414,4.93531321225153,MO
4,2020.0,0.0,0.07725294356173368,0.010875639723784625,0.0,0.0616148241254697,4.819501564393638,1.4057837677223404,MO
5,2021.0,0.0,0.0,0.011085574599257929,0.0,0.05668674334904566,2.9907933973363057,3.0267593695924706,MO
6,2022.0,0.0,0.0,0.010445984485681462,0.0,0.04824955921086525,2.0900147207517614,0.0,MO
7,2023.0,0.0,0.0,0.003293171878224352,0.0,0.04434951832122262,0.5194584271910996,2.1825523510724363,MO
8,2024.0,0.0,0.0,0.0,0.0,0.042371577511064254,0.4253098783024267,0.0,MO
9,2025.0,0.0,0.0,0.000596000414184051,0.0,0.0412124609681929,0.0,2.0706507963633776,MO
