"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"04025","Yavapai County, AZ",".",".",".",".","0.09","0.078",".",".",".",".",".","34","16","."
"04027","Yuma County, AZ",".",".",".",".","0.08","0.06",".",".",".",".",".",".",".","."
"05035","Crittenden County, AR",".",".",".",".","0.11","0.091",".",".",".",".",".",".",".","."
"05069","Jefferson County, AR",".",".",".",".",".",".",".",".",".","27","15",".",".","."
"05097","Montgomery County, AR",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"05101","Newton County, AR",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"05107","Phillips County, AR",".",".",".",".",".",".",".",".",".","30","14.7",".",".","."
"05113","Polk County, AR",".",".",".",".",".",".",".",".",".","26","12.3",".",".","."
"05115","Pope County, AR",".",".",".",".",".",".",".",".",".","29","14.4",".",".","."
"05119","Pulaski County, AR","4.5","2.9",".","10","0.11","0.092","19","7","2","34","15.5","49","29","."
"05131","Sebastian County, AR",".",".",".",".",".",".",".",".",".","27","14.3",".",".","."
"05139","Union County, AR",".",".",".",".",".",".","122","31","5",".",".",".",".","."
"06001","Alameda County, CA","5.4","3","65","20","0.13","0.076",".",".",".","38","11.2","63","21","."
"06005","Amador County, CA","2.8","1.2",".",".","0.12","0.094",".",".",".",".",".",".",".","."
"06007","Butte County, CA","5.2","3.5","52","12","0.09","0.078",".",".",".","70","15.8","77","28","."
"06009","Calaveras County, CA","1.2","0.8",".",".","0.12","0.098",".",".",".","30","9","33","18","."
"06011","Colusa County, CA",".",".",".",".","0.09","0.071",".",".",".",".",".","87","24","."
"06013","Contra Costa County, CA","4.2","2.6","49","16","0.1","0.077","42","21","3","43","11.1","50","19","."
"06017","El Dorado County, CA","3.8","1.7","45","11","0.13","0.103",".",".",".","22","7.8","50","20","."
"06019","Fresno County, CA","8.2","5.9","71","21","0.15","0.114",".",".",".","65","18.4","114","40","."
"06021","Glenn County, CA",".",".",".",".","0.09","0.074",".",".",".",".",".","74","23","."
"06023","Humboldt County, CA",".",".",".",".",".",".",".",".",".",".",".","46","21","."
"06025","Imperial County, CA","19.6","14.4",".","19","0.16","0.088",".",".",".","56","16.9","252","96","."
"06027","Inyo County, CA",".",".",".",".","0.09","0.079",".",".",".",".",".","6230","141","."
"06029","Kern County, CA","8.9","5.2","79","24","0.14","0.111",".",".",".","94","22.6","143","53","."
"06031","Kings County, CA",".",".","55","14","0.12","0.105",".",".",".",".",".","129","50","."
"06033","Lake County, CA",".",".",".",".","0.08","0.062",".",".",".","9","4.4","21","11","."
"06037","Los Angeles County, CA","13.2","9.9","129","44","0.17","0.112","34","10","3","73","24","93","46","."
"06039","Madera County, CA",".",".","47","13","0.1","0.088",".",".",".",".",".",".",".","."
"06041","Marin County, CA","4.1","2.1","48","16","0.07","0.045",".",".",".",".",".","38","19","."
"06043","Mariposa County, CA",".",".",".",".","0.11","0.09",".",".",".",".",".","60","26","."
"06045","Mendocino County, CA","4.1","2.4","35","11","0.07","0.053",".",".",".",".",".","47","22","."
"06047","Merced County, CA",".",".",".",".","0.12","0.103",".",".",".",".",".","89","35","."
"06049","Modoc County, CA",".",".",".",".",".",".",".",".",".","37","8.5","58","22","."
"06051","Mono County, CA","4.1","2.2",".",".",".",".",".",".",".",".",".","3059","83","."
"06053","Monterey County, CA","2.6","1.4","35","7","0.08","0.066",".",".",".","22","7.9","70","30","."
"06055","Napa County, CA","4.3","2.5","41","12","0.08","0.061",".",".",".",".",".","43","16","."
"06057","Nevada County, CA",".",".",".",".","0.12","0.1",".",".",".","23","8.8",".",".","."
"06059","Orange County, CA","13.8","6","103","29","0.11","0.083","12","5","2","37","14.7","119","40","."
"06061","Placer County, CA","3","2","68","16","0.12","0.092",".",".",".","43","12.2","50","25","."
"06063","Plumas County, CA",".",".",".",".","0.08","0.069",".",".",".",".",".","58","21","."
"06065","Riverside County, CA","7.5","4.2","158","22","0.15","0.111",".",".",".","77","28.3","190","56","."
"06067","Sacramento County, CA","7.2","6.2","65","19","0.13","0.1",".",".",".","49","12.3","82","26","."
"06069","San Benito County, CA",".",".",".",".","0.1","0.078",".",".",".",".",".","31","16","."
"06071","San Bernardino County, CA","4.7","3.7","104","38","0.17","0.122","10","6",".","65","24.5","108","52","."
"06073","San Diego County, CA","9.2","4.7","87","24","0.12","0.095","39","11","4","51","15.8","86","45","."
"06075","San Francisco County, CA","4.9","2.8","60","20","0.06","0.041","15","7","2",".",".","53","24","."
"06077","San Joaquin County, CA","8","6.3","68","21","0.11","0.082",".",".",".","55","15.5","86","33","."
"06079","San Luis Obispo County, CA","3.6","2.2","49","12","0.08","0.07","111","28","4","41","10.3","58","20","."
"06081","San Mateo County, CA","8.9","3.6","53","18","0.08","0.048",".",".",".",".",".","50","21","."
"06083","Santa Barbara County, CA","5.4","3","45","18","0.1","0.08","10","3","1",".",".","53","26","."
"06085","Santa Clara County, CA","8.6","6.9","76","25","0.1","0.073",".",".",".","55","13.6","67","26","."
"06087","Santa Cruz County, CA","1","0.7","25","5","0.09","0.064","10","3","1","18","7.9","50","26","."
"06089","Shasta County, CA",".",".",".",".","0.1","0.082",".",".",".",".",".","47","24","."
"06093","Siskiyou County, CA",".",".",".",".",".",".",".",".",".",".",".","31","13","."
"06095","Solano County, CA","6.4","5","46","13","0.1","0.073","12","5","2","44","11.6","45","18","."
"06097","Sonoma County, CA","4","2.7","44","13","0.08","0.061",".",".",".","37","10.5","39","17","."
"06099","Stanislaus County, CA","7.8","5.6","61","19","0.11","0.091",".",".",".","71","18.7","100","35","."
"06101","Sutter County, CA","5.9","3.6",".","13","0.1","0.083",".",".",".","38","11.2","66","28","."
"06103","Tehama County, CA",".",".",".",".","0.1","0.082",".",".",".",".",".","44","23","."
"06105","Trinity County, CA",".",".",".",".",".",".",".",".",".",".",".","48","19","."
"06107","Tulare County, CA","5.8","3.3","66","18","0.12","0.099",".",".",".","103","23.9","127","53","."
"06109","Tuolumne County, CA","3.1","1.5",".",".","0.11","0.095",".",".",".",".",".",".",".","."
"06111","Ventura County, CA","6","2.9","70","20","0.12","0.1","12","7","2",".",".","79","30","."
"06113","Yolo County, CA","2","1.2","39","11","0.1","0.081",".",".",".","38","10.3","66","26","."
"08001","Adams County, CO","4.3","2.9","78","15","0.08","0.062","56","9","2","25","11.6","134","43","."
"08005","Arapahoe County, CO",".",".",".",".","0.1","0.076",".",".",".",".",".",".",".","."
"08007","Archuleta County, CO",".",".",".",".",".",".",".",".",".",".",".","87","28","."
"08013","Boulder County, CO","9.6","4.3",".",".","0.09","0.072",".",".",".","21","9.5","74","23","."
"08029","Delta County, CO",".",".",".",".",".",".",".",".",".",".",".","62","24","."
"08031","Denver County, CO","12.8","5.4",".",".","0.1","0.071",".",".",".","28","10.8","72","29","."
"08035","Douglas County, CO",".",".",".",".","0.1","0.08",".",".",".",".",".","31","15","."
"08041","El Paso County, CO","9.5","4.2","180","35","0.09","0.072","60","14","3","15","7.6","87","25","."
"08043","Fremont County, CO",".",".",".",".",".",".",".",".",".",".",".","36","17","."
"08045","Garfield County, CO",".",".",".",".",".",".",".",".",".",".",".","53","23","."
"08051","Gunnison County, CO",".",".",".",".",".",".",".",".",".","15","6.1","88","28","."
"08059","Jefferson County, CO","6.2","3.8","54","10","0.11","0.083",".",".",".",".",".","32","16","."
"08067","La Plata County, CO",".",".","38","9","0.08","0.063",".",".",".",".",".","121","35","."
"08069","Larimer County, CO","7.5","3.8",".",".","0.1","0.078",".",".",".","20","8.3","66","20","."
"08077","Mesa County, CO","6.8","4.1",".",".",".",".",".",".",".","19","7.4","41","20","."
"08083","Montezuma County, CO",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"08085","Montrose County, CO",".",".",".",".",".",".",".",".",".",".",".","87","30","."
"08099","Prowers County, CO",".",".",".",".",".",".",".",".",".",".",".","102","22","."
"08101","Pueblo County, CO",".",".",".",".",".",".",".",".",".","20","7.8","64","24","."
"08107","Routt County, CO",".",".",".",".",".",".",".",".",".",".",".","96","25","."
"08117","Summit County, CO",".",".",".",".",".",".",".",".",".",".",".","71","22","."
"08119","Teller County, CO",".",".",".",".",".",".",".",".",".",".",".","113","28","."
"08123","Weld County, CO","6.6","3.8",".",".","0.09","0.069",".",".",".","22","8.9","58","20","."
"09001","Fairfield County, CT","6","3","62","18","0.12","0.09","45","26","5","43","15.5","67","31","."
"09003","Hartford County, CT","15.2","7.3","60","17","0.1","0.078","35","21","4","29","11.8","39","18","."
"09005","Litchfield County, CT",".",".",".",".","0.11","0.085",".",".",".",".",".","31","15","."
"09007","Middlesex County, CT",".",".",".",".","0.12","0.089",".",".",".",".",".",".",".","."
"09009","New Haven County, CT","4.3","2.6","71","25","0.14","0.087","55","31","6","48","18.4","86","32","."
"09011","New London County, CT",".",".",".",".","0.14","0.084",".",".",".","28","11","40","16","."
"09013","Tolland County, CT",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"10001","Kent County, DE",".",".",".",".","0.13","0.093",".",".",".","34","13.2",".",".","."
"10003","New Castle County, DE","3.5","2.6",".",".","0.12","0.095","82","26","7","38","15.8","46","26","."
"10005","Sussex County, DE",".",".",".",".","0.11","0.095",".",".",".","36","14.3",".",".","."
"11001","District of Columbia","6.6","5","80","23","0.12","0.094","68","23","8","39","15.3",".",".","."
"12001","Alachua County, FL",".",".",".",".","0.1","0.08",".",".",".","27","11.8","36","20","."
"12003","Baker County, FL",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"12005","Bay County, FL",".",".",".",".",".",".",".",".",".",".",".","46","24","."
"12009","Brevard County, FL",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"12011","Broward County, FL","7.5","3.7","44","10","0.09","0.074","106","26","2","26","9.5","31","19","."
"12017","Citrus County, FL",".",".",".",".",".",".",".",".",".","31","10.4",".",".","."
"12031","Duval County, FL","6","3.8","63","15","0.11","0.077","115","55","3",".",".","46","26","."
"12033","Escambia County, FL",".",".","50","10","0.12","0.096","149","32","5","32","13.9","38","22","."
"12047","Hamilton County, FL",".",".",".",".",".",".","44","13","4",".",".","46","23","."
"12057","Hillsborough County, FL","5.4","3.1","55","11","0.11","0.083","167","25","6","33","13.5","73","33","."
"12059","Holmes County, FL",".",".",".",".","0.1","0.076",".",".",".",".",".",".",".","."
"12069","Lake County, FL",".",".",".",".",".",".",".",".",".",".",".","52","19","."
"12071","Lee County, FL",".",".",".",".","0.09","0.077",".",".",".","25","9.5","42","18","."
"12073","Leon County, FL",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"12081","Manatee County, FL",".",".","43","9","0.11","0.085","69","14","2",".",".","40","23","."
"12083","Marion County, FL",".",".",".",".","0.09","0.079",".",".",".","24","10.9",".",".","."
"12086","Miami-Dade County, FL","6.2","3.4","72","16","0.09","0.077","6","3","1","24","11.3","51","26","."
"12087","Monroe County, FL",".",".",".",".",".",".",".",".",".",".",".","35","17","."
"12089","Nassau County, FL",".",".",".",".",".",".","165","53","6",".",".",".",".","."
"12095","Orange County, FL","7.5","2.6","59","12","0.11","0.081","26","9","2","31","12","49","26","."
"12097","Osceola County, FL",".",".",".",".","0.1","0.076",".",".",".",".",".",".",".","."
"12099","Palm Beach County, FL","4.9","2.9","40","16","0.09","0.075","17","8","1","24","9.1",".",".","."
"12101","Pasco County, FL",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"12103","Pinellas County, FL","5.3","2.3","58","13","0.1","0.082","140","31","5","29","12.3","45","26","."
"12105","Polk County, FL",".",".",".",".","0.1","0.079","79","18","5","28","12.2",".",".","."
"12107","Putnam County, FL",".",".",".",".",".",".","54","14","3",".",".","48","27","."
"12111","St. Lucie County, FL",".",".",".","10","0.08","0.071",".",".",".","23","10.1","35","18","."
"12115","Sarasota County, FL","6.6","4.3",".",".","0.11","0.086","41","19","2","30","11","42","26","."
"12117","Seminole County, FL",".",".",".",".","0.1","0.079",".",".",".","27","11","31","18","."
"12127","Volusia County, FL",".",".",".",".","0.09","0.076",".",".",".","26","10.5","53","20","."
"13009","Baldwin County, GA",".",".",".",".",".",".","103","16","3",".",".",".",".","."
"13015","Bartow County, GA",".",".",".",".",".",".","87","16","3",".",".",".",".","."
"13021","Bibb County, GA",".",".",".",".","0.13","0.097","53","15","3","37","18.4",".",".","."
"13051","Chatham County, GA",".",".",".",".","0.1","0.079","70","24","3","32","15.4","65","26","."
"13057","Cherokee County, GA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"13063","Clayton County, GA",".",".",".",".",".",".",".",".",".","53","19.4",".",".","."
"13067","Cobb County, GA",".",".",".",".","0.12","0.107",".",".",".","50","19.1",".",".","."
"13077","Coweta County, GA",".",".",".",".","0.11","0.096",".",".",".",".",".",".",".","."
"13085","Dawson County, GA",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"13089","DeKalb County, GA","4.6","3.2","74","18","0.15","0.107",".",".",".","47","18.9",".",".","."
"13097","Douglas County, GA",".",".",".",".","0.12","0.097",".",".",".",".",".","56","27","."
"13113","Fayette County, GA",".",".",".",".","0.15","0.1",".",".",".",".",".",".",".","."
"13115","Floyd County, GA",".",".",".",".",".",".","89","13","3",".",".","50","24","."
"13121","Fulton County, GA","4.3","2.6","88","23","0.16","0.113","56","19","5","50","21.5","84","36","."
"13127","Glynn County, GA",".",".",".",".","0.09","0.073",".",".",".","31","14.4",".",".","."
"13135","Gwinnett County, GA",".",".",".",".","0.13","0.1",".",".",".",".",".",".",".","."
"13139","Hall County, GA",".",".",".",".",".",".",".",".",".","39","18.1",".",".","."
"13151","Henry County, GA",".",".",".",".","0.16","0.111",".",".",".",".",".",".",".","."
"13185","Lowndes County, GA",".",".",".",".",".",".",".",".",".","32","15.6",".",".","."
"13213","Murray County, GA",".",".",".",".","0.11","0.09",".",".",".",".",".",".",".","."
"13215","Muscogee County, GA",".",".",".",".","0.11","0.094",".",".",".","51","19.4",".",".","."
"13223","Paulding County, GA",".",".","38","5","0.1","0.088",".",".",".","46","16.9",".",".","."
"13245","Richmond County, GA",".",".",".",".","0.12","0.09",".",".",".",".",".",".",".","."
"13247","Rockdale County, GA",".",".","43","8","0.13","0.099",".",".",".",".",".",".",".","."
"13255","Spalding County, GA",".",".",".",".",".",".",".",".",".",".",".","56","26","."
"13261","Sumter County, GA",".",".",".",".","0.11","0.092",".",".",".",".",".",".",".","."
"13303","Washington County, GA",".",".",".",".",".",".",".",".",".","31","16.4",".",".","."
"13319","Wilkinson County, GA",".",".",".",".",".",".",".",".",".","39","17.5",".",".","."
"15001","Hawaii County, HI",".",".",".",".","0.05","0.043","783","188","9",".",".",".",".","."
"15003","Honolulu County, HI","3.8","2","22","5","0.05","0.044","44","7","1","15","5","154","17","."
"15009","Maui County, HI",".",".",".",".",".",".",".",".",".","9","4.8","76","24","."
"16001","Ada County, ID","7.6","3.1",".",".",".",".",".",".",".","37","9.2","95","34","."
"16005","Bannock County, ID",".",".",".",".",".",".","115","36","8","57","10.5","94","31","."
"16017","Bonner County, ID",".",".",".",".",".",".",".",".",".","28","9.8","55","22","."
"16019","Bonneville County, ID",".",".",".",".",".",".",".",".",".","22","8.2","54","21","."
"16023","Butte County, ID",".",".",".",".","0.07","0.068",".",".",".",".",".",".",".","."
"16027","Canyon County, ID","11.1","5.1",".",".",".",".",".",".",".","37","9.7","82","29","."
"16029","Caribou County, ID",".",".",".",".",".",".","148","34","3",".",".",".",".","."
"16055","Kootenai County, ID",".",".",".",".",".",".",".",".",".","30","10","69","21","."
"16059","Lemhi County, ID",".",".",".",".",".",".",".",".",".",".",".","255","67","."
"16061","Lewis County, ID",".",".",".",".",".",".",".",".",".",".",".","58","32","."
"16067","Minidoka County, ID",".",".",".",".",".",".",".",".",".",".",".","58","25","."
"16069","Nez Perce County, ID","6","3.2",".",".",".",".",".",".",".","30","10.4","53","23","."
"16077","Power County, ID",".",".",".",".",".",".",".",".",".",".",".","220","58","."
"16079","Shoshone County, ID",".",".",".",".",".",".",".",".",".","29","12.2","39","21","."
"16083","Twin Falls County, ID",".",".",".",".",".",".",".",".",".","20","7.4","47","25","."
"17001","Adams County, IL",".",".",".",".","0.08","0.071","105","25","3","30","13.1",".",".","."
"17019","Champaign County, IL",".",".",".",".","0.08","0.073","52","16","2","28","14.8",".",".","."
"17031","Cook County, IL","6.2","4.3","92","32","0.1","0.082","127","75","11","43","20.2","123","35","."
"17043","DuPage County, IL",".",".",".",".","0.08","0.06","59","18","3","34","15.3",".",".","."
"17049","Effingham County, IL",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"17065","Hamilton County, IL",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"17077","Jackson County, IL",".",".",".",".",".",".",".",".",".",".",".","55","23","."
"17083","Jersey County, IL",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"17089","Kane County, IL",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"17097","Lake County, IL",".",".",".",".","0.09","0.07",".",".",".","31","12.2",".",".","."
"17099","La Salle County, IL",".",".",".",".",".",".",".",".",".","35","15.2","135","26","."
"17111","McHenry County, IL",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"17113","McLean County, IL",".",".",".",".",".",".",".",".",".","33","14.9",".",".","."
"17115","Macon County, IL",".",".",".",".","0.09","0.077","58","26","5","31","15",".",".","."
"17117","Macoupin County, IL",".",".",".",".","0.1","0.083","27","12","2",".",".","40","23","."
"17119","Madison County, IL","3.9","2.2",".",".","0.11","0.078","161","41","8","37","20.6","116","46","."
"17143","Peoria County, IL","6.7","3.4",".",".","0.08","0.073","108","36","6","32","14.8","54","25","."
"17157","Randolph County, IL",".",".",".",".","0.09","0.076","71","17","2",".",".",".",".","."
"17161","Rock Island County, IL",".",".",".",".","0.07","0.064","28","12","2","28","13.6",".",".","."
"17163","Saint Clair County, IL",".",".","57","18","0.11","0.084","161","30","7","36","17.4","62","32","."
"17167","Sangamon County, IL","3.6","1.7",".",".","0.1","0.079","165","35","5","32","13.4","54","26","."
"17179","Tazewell County, IL",".",".",".",".",".",".","206","63","5",".",".",".",".","."
"17185","Wabash County, IL",".",".",".",".",".",".","244","35","6",".",".",".",".","."
"17197","Will County, IL","1.1","0.6","37","9","0.09","0.075","72","23","5","31","16",".",".","."
"17201","Winnebago County, IL","4.8","2.9",".",".","0.08","0.07",".",".",".","36","15",".",".","."
"18003","Allen County, IN","5.8","3.9",".",".","0.1","0.091",".",".",".","34","15.8",".",".","."
"18011","Boone County, IN",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"18019","Clark County, IN",".",".",".",".","0.1","0.085",".",".",".",".",".","65","28","."
"18027","Daviess County, IN",".",".",".",".",".",".","120","35","7",".",".","60","23","."
"18029","Dearborn County, IN",".",".",".",".",".",".","179","53","9",".",".",".",".","."
"18033","DeKalb County, IN",".",".",".",".",".",".",".",".",".",".",".","60","24","."
"18035","Delaware County, IN",".",".",".",".",".",".",".",".",".","35","16.2",".",".","."
"18037","Dubois County, IN",".",".",".",".",".",".",".",".",".","40","17.2","62","26","."
"18039","Elkhart County, IN",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"18043","Floyd County, IN",".",".",".",".","0.09","0.077","170","34","8",".",".",".",".","."
"18045","Fountain County, IN",".",".",".",".",".",".","104","31","6",".",".",".",".","."
"18051","Gibson County, IN",".",".","37","10","0.08","0.068",".",".",".",".",".",".",".","."
"18055","Greene County, IN",".",".",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"18057","Hamilton County, IN",".",".",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"18059","Hancock County, IN",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"18063","Hendricks County, IN","3.5","1.8",".",".","0.1","0.087",".",".",".",".",".",".",".","."
"18067","Howard County, IN",".",".",".",".",".",".",".",".",".","34","15.6",".",".","."
"18069","Huntington County, IN",".",".",".",".","0.09","0.087",".",".",".",".",".",".",".","."
"18071","Jackson County, IN",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"18073","Jasper County, IN",".",".",".",".",".",".","74","14","3",".",".","34","18","."
"18077","Jefferson County, IN",".",".",".",".",".",".","68","27","7",".",".",".",".","."
"18081","Johnson County, IN",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"18089","Lake County, IN","4.6","3.2","68","20","0.1","0.086","105","46","6","35","16","123","31","."
"18091","LaPorte County, IN",".",".",".",".","0.1","0.08","45","16","4","29","13.4",".",".","."
"18095","Madison County, IN",".",".",".",".","0.09","0.08",".",".",".","34","16.7","40","20","."
"18097","Marion County, IN","5.7","3.8","58","17","0.1","0.083","110","25","7","37","18.5","55","27","."
"18109","Morgan County, IN",".",".",".",".","0.1","0.088",".",".",".",".",".",".",".","."
"18123","Perry County, IN",".",".",".",".","0.1","0.091","125","30","7",".",".","75","30","."
"18125","Pike County, IN",".",".",".",".",".",".","107","29","8",".",".",".",".","."
"18127","Porter County, IN",".",".",".",".","0.1","0.085","89","27","5","27","13.5","39","18","."
"18129","Posey County, IN",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"18133","Putnam County, IN",".",".",".",".",".",".",".",".",".",".",".","57","25","."
"18141","St. Joseph County, IN",".",".","53","16","0.1","0.081",".",".",".","30","14.4","35","20","."
"18145","Shelby County, IN",".",".",".",".","0.1","0.087",".",".",".",".",".",".",".","."
"18147","Spencer County, IN",".",".","44","7",".",".","86","28","8",".",".","51","24","."
"18157","Tippecanoe County, IN",".",".",".",".",".",".",".",".",".","34","15.6",".",".","."
"18163","Vanderburgh County, IN","4.3","3","49","14","0.09","0.081","97","20","4","37","16.1","66","28","."
"18167","Vigo County, IN",".",".",".",".","0.09","0.075","143","55","12","34","15.7","54","25","."
"18173","Warrick County, IN",".",".",".",".","0.09","0.077","226","67","11",".",".",".",".","."
"18177","Wayne County, IN",".",".",".",".",".",".","101","31","5",".",".","45","24","."
"19013","Black Hawk County, IA",".",".",".",".",".",".",".",".",".","29","11.4","70","30","."
"19017","Bremer County, IA",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"19033","Cerro Gordo County, IA",".",".",".",".",".",".","164","52","2","28","10.4","137","34","."
"19045","Clinton County, IA",".",".",".",".","0.09","0.077","82","28","4","29","12","69","23","."
"19063","Emmet County, IA",".",".",".",".",".",".",".",".",".","27","8.7","38","17","."
"19085","Harrison County, IA",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"19103","Johnson County, IA",".",".",".",".",".",".",".",".",".","28","10.9",".",".","."
"19111","Lee County, IA",".",".",".",".",".",".","43","11","1",".",".",".",".","."
"19113","Linn County, IA","3.7","1.8",".",".","0.08","0.075","90","37","2","28","10.8",".",".","."
"19139","Muscatine County, IA",".",".",".",".",".",".","276","84","9",".",".","61","25","."
"19147","Palo Alto County, IA",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"19153","Polk County, IA","16.5","4.9",".",".","0.07","0.061",".",".",".","28","10.8","133","30","."
"19155","Pottawattamie County, IA",".",".",".",".",".",".",".",".",".","27","9.9","39","22","."
"19163","Scott County, IA",".",".",".",".","0.09","0.077","46","14","3","30","12.8","140","40","."
"19169","Story County, IA",".",".",".",".","0.08","0.07",".",".",".","27","9.8",".",".","."
"19177","Van Buren County, IA",".",".",".",".","0.08","0.073","12","5","1","30","10",".",".","."
"19181","Warren County, IA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"19193","Woodbury County, IA",".",".",".",".",".",".",".",".",".","31","9.5","76","25","."
"20057","Ford County, KS",".",".",".",".",".",".",".",".",".",".",".","48","22","."
"20091","Johnson County, KS",".",".",".",".",".",".",".",".",".","26","12.3",".",".","."
"20107","Linn County, KS","1.8","1.7","22","4","0.11","0.081","19","4","1","29","11.5",".",".","."
"20125","Montgomery County, KS",".",".",".",".",".",".","163","45","6",".",".","74","24","."
