County Code,County,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
21185,"Oldham County, KY",.,.,.,.,0.12,0.103,.,.,.,.,.,.,.,.
21193,"Perry County, KY",.,.,.,.,0.1,0.073,.,.,.,.,.,57,26,.
21195,"Pike County, KY",.,.,.,.,0.1,0.081,.,.,.,.,.,59,31,.
21199,"Pulaski County, KY",.,.,.,.,0.1,0.095,.,.,.,.,.,.,.,.
21209,"Scott County, KY",.,.,.,.,0.11,0.081,.,.,.,.,.,.,.,.
21213,"Simpson County, KY",.,.,46,9,0.12,0.096,.,.,.,.,.,.,.,.
21221,"Trigg County, KY",.,.,.,.,0.12,0.098,.,.,.,.,.,.,.,.
21227,"Warren County, KY",.,.,.,.,.,.,.,.,.,.,.,45,21,.
21235,"Whitley County, KY",.,.,.,.,.,.,.,.,.,.,.,48,26,.
22005,"Ascension Parish, LA",.,.,.,.,0.12,0.086,.,.,.,.,.,.,.,.
22011,"Beauregard Parish, LA",.,.,49,7,0.1,0.081,.,.,.,.,.,.,.,.
22015,"Bossier Parish, LA",.,.,.,.,0.11,0.094,21,6,2,.,.,.,.,.
22017,"Caddo Parish, LA",.,.,.,.,0.1,0.088,.,.,.,31,14.2,41,22,.
22019,"Calcasieu Parish, LA",.,.,29,5,0.13,0.088,55,15,4,35,13,.,.,.
22029,"Concordia Parish, LA",.,.,.,.,.,.,.,.,.,31,13.8,.,.,.
22033,"East Baton Rouge Parish, LA",6.8,4.5,80,19,0.12,0.1,77,25,4,35,15.3,.,.,.
22043,"Grant Parish, LA",.,.,.,.,0.09,0.083,.,.,.,.,.,.,.,.
22047,"Iberville Parish, LA",.,.,39,9,0.12,0.089,.,.,.,36,15.3,.,.,.
22051,"Jefferson Parish, LA",.,.,53,11,0.11,0.088,.,.,.,38,14.8,.,.,.
22055,"Lafayette Parish, LA",.,.,.,.,0.09,0.081,.,.,.,30,13,.,.,.
22063,"Livingston Parish, LA",.,.,.,4,0.11,0.087,.,.,.,.,.,.,.,.
22071,"Orleans Parish, LA",6.1,3.3,.,22,0.09,0.078,.,.,.,37,15.1,54,25,.
22073,"Ouachita Parish, LA",.,.,.,.,0.1,0.082,16,10,2,28,13.9,.,.,.
22077,"Pointe Coupee Parish, LA",.,.,40,9,0.11,0.083,.,.,.,.,.,.,.,.
22079,"Rapides Parish, LA",.,.,.,.,.,.,.,.,.,31,14.3,.,.,.
22087,"St. Bernard Parish, LA",.,.,.,.,0.1,0.083,112,23,5,.,.,.,.,.
22089,"St. Charles Parish, LA",.,.,.,.,0.11,0.085,.,.,.,.,.,60,27,.
22093,"St. James Parish, LA",.,.,50,12,0.12,0.091,.,.,.,.,.,.,.,.
22095,"St. John the Baptist Parish, LA",.,.,.,.,0.11,0.086,.,.,.,.,.,.,.,.
22101,"St. Mary Parish, LA",.,.,.,.,0.1,0.086,.,.,.,.,.,.,.,.
22105,"Tangipahoa Parish, LA",.,.,.,.,.,.,.,.,.,37,14.5,.,.,.
22121,"West Baton Rouge Parish, LA",.,.,63,15,0.11,0.089,143,19,6,32,14.9,78,34,.
23003,"Aroostook County, ME",.,.,.,.,.,.,.,.,.,.,.,91,30,.
23005,"Cumberland County, ME",.,.,.,.,0.11,0.076,.,.,.,.,.,43,21,.
23007,"Franklin County, ME",.,.,.,.,.,.,.,.,.,.,.,37,13,.
23009,"Hancock County, ME",.,.,.,.,0.12,0.092,.,.,.,.,.,.,.,.
23011,"Kennebec County, ME",.,.,.,.,0.1,0.08,.,.,.,.,.,.,.,.
23013,"Knox County, ME",.,.,.,.,0.11,0.081,.,.,.,.,.,49,15,.
23017,"Oxford County, ME",.,.,.,.,0.08,0.061,32,15,3,.,.,45,17,.
23019,"Penobscot County, ME",.,.,.,.,0.09,0.08,.,.,.,.,.,32,17,.
23021,"Piscataquis County, ME",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
23023,"Sagadahoc County, ME",.,.,.,.,0.11,0.087,.,.,.,.,.,.,.,.
23031,"York County, ME",.,.,.,.,0.12,0.089,.,.,.,.,.,.,.,.
23901,"MOBILE MONITORS, ME",.,.,.,.,0.12,0.085,.,.,.,.,.,.,.,.
24003,"Anne Arundel County, MD",.,.,.,.,0.14,0.113,79,20,6,.,.,52,24,.
24005,"Baltimore County, MD",.,.,68,20,0.14,0.105,.,.,.,.,.,29,14,.
24009,"Calvert County, MD",.,.,.,.,0.11,0.093,.,.,.,.,.,.,.,.
24013,"Carroll County, MD",.,.,.,.,0.13,0.098,.,.,.,.,.,.,.,.
24015,"Cecil County, MD",.,.,.,.,0.15,0.109,.,.,.,.,.,32,14,.
24017,"Charles County, MD",.,.,.,.,0.13,0.106,.,.,.,.,.,.,.,.
24021,"Frederick County, MD",.,.,.,.,0.11,0.095,.,.,.,.,.,.,.,.
24025,"Harford County, MD",.,.,.,.,0.15,0.109,.,.,.,.,.,.,.,.
24029,"Kent County, MD",.,.,.,.,0.13,0.099,.,.,.,.,.,.,.,.
24031,"Montgomery County, MD",.,.,.,.,0.11,0.092,.,.,.,.,.,.,.,.
24033,"Prince George's County, MD",7.5,4.3,.,.,0.13,0.104,.,.,.,.,.,57,23,.
24043,"Washington County, MD",.,.,.,.,0.11,0.091,.,.,.,.,.,.,.,.
24045,"Wicomico County, MD",.,.,.,.,.,.,.,.,.,.,.,31,12,.
24510,"Baltimore (City), MD",10.2,5.6,70,24,0.12,0.089,.,.,.,.,.,61,32,.
25001,"Barnstable County, MA",.,.,.,.,0.13,0.101,.,.,.,.,.,.,.,.
25003,"Berkshire County, MA",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
25005,"Bristol County, MA",.,.,.,.,0.13,0.098,88,21,4,36,12.1,.,.,.
25009,"Essex County, MA",.,.,.,.,0.12,0.088,62,21,6,.,.,.,.,.
25013,"Hampden County, MA",7.9,5.6,79,21,0.11,0.088,42,24,5,47,14.5,66,30,.
25015,"Hampshire County, MA",.,.,46,7,0.11,0.094,28,17,5,31,9,42,13,.
25017,"Middlesex County, MA",8.4,4.2,.,.,0.11,0.093,93,40,8,.,.,.,.,.
25021,"Norfolk County, MA",.,.,.,.,.,.,.,.,.,29,12.3,.,.,.
25025,"Suffolk County, MA",7,4.2,77,30,0.11,0.087,67,26,7,35,15.3,65,30,.
25027,"Worcester County, MA",6.8,3.3,67,20,0.11,0.093,.,.,.,37,13.3,.,.,.
26005,"Allegan County, MI",.,.,.,.,0.12,0.091,.,.,.,35,12.2,.,.,.
26019,"Benzie County, MI",.,.,.,.,0.11,0.097,.,.,.,.,.,.,.,.
26021,"Berrien County, MI",.,.,.,.,0.11,0.096,.,.,.,35,12.3,.,.,.
26027,"Cass County, MI",.,.,.,.,0.11,0.095,.,.,.,.,.,.,.,.
26037,"Clinton County, MI",.,.,.,.,0.1,0.087,.,.,.,.,.,.,.,.
26041,"Delta County, MI",.,.,.,.,.,.,40,10,1,.,.,.,.,.
26049,"Genesee County, MI",.,.,.,.,0.11,0.095,24,11,2,.,.,.,.,.
26055,"Grand Traverse County, MI",.,.,.,.,0.09,0.083,.,.,.,.,.,.,.,.
26063,"Huron County, MI",.,.,.,.,0.12,0.09,.,.,.,.,.,.,.,.
26065,"Ingham County, MI",.,.,.,.,0.1,0.089,.,.,.,37,12.9,.,.,.
26077,"Kalamazoo County, MI",.,.,.,.,0.1,0.091,.,.,.,.,.,.,.,.
26081,"Kent County, MI",4.1,3.5,.,.,0.11,0.094,17,6,1,37,13.8,49,21,.
26091,"Lenawee County, MI",.,.,.,.,0.09,0.083,.,.,.,.,.,.,.,.
26099,"Macomb County, MI",4,2.5,.,.,0.12,0.096,42,12,2,.,.,.,.,.
26105,"Mason County, MI",.,.,.,.,0.12,0.101,.,.,.,.,.,.,.,.
26113,"Missaukee County, MI",.,.,.,.,0.1,0.091,.,.,.,.,.,.,.,.
26121,"Muskegon County, MI",.,.,.,.,0.12,0.103,.,.,.,.,.,.,.,.
26125,"Oakland County, MI",4.8,2.8,.,.,0.11,0.088,.,.,.,.,.,.,.,.
26139,"Ottawa County, MI",.,.,.,.,0.11,0.091,.,.,.,39,12.9,21,14,.
26147,"St. Clair County, MI",.,.,.,.,0.12,0.091,172,48,8,44,13.2,.,.,.
26161,"Washtenaw County, MI",.,.,.,.,0.11,0.092,.,.,.,.,.,.,.,.
26163,"Wayne County, MI",6,4.4,.,18,0.11,0.092,158,53,9,.,.,96,36,.
27003,"Anoka County, MN",3.1,2,.,.,0.09,0.074,.,.,.,.,.,.,.,.
27037,"Dakota County, MN",1.2,1,41,8,0.08,0.07,22,9,2,.,.,.,.,.
27053,"Hennepin County, MN",4.3,2.9,.,22,.,.,37,10,1,.,.,70,30,.
27071,"Koochiching County, MN",.,.,.,.,.,.,4,3,1,.,.,.,.,.
27075,"Lake County, MN",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
27095,"Mille Lacs County, MN",.,.,.,.,0.1,0.078,.,.,.,.,.,.,.,.
27115,"Pine County, MN",1.6,1,.,.,.,.,.,.,.,.,.,.,.,.
27123,"Ramsey County, MN",7.6,5.2,63,16,.,.,35,7,1,.,.,88,35,.
27137,"Saint Louis County, MN",4.6,2.9,.,.,0.08,0.069,.,.,.,.,.,71,25,.
27145,"Stearns County, MN",5.1,3.3,.,.,.,.,.,.,.,.,.,.,.,.
27163,"Washington County, MN",.,.,.,.,0.09,0.077,38,17,2,.,.,49,23,.
28001,"Adams County, MS",.,.,.,.,0.09,0.081,.,.,.,.,.,.,.,.
28033,"DeSoto County, MS",.,.,72,11,0.13,0.093,.,.,.,.,.,.,.,.
28045,"Hancock County, MS",.,.,.,5,0.11,0.091,.,.,.,.,.,.,.,.
28047,"Harrison County, MS",.,.,.,.,.,.,74,24,2,.,.,.,.,.
28049,"Hinds County, MS",8.2,5,.,.,0.11,0.082,31,7,2,.,.,53,24,.
28059,"Jackson County, MS",.,.,.,.,0.11,0.089,54,16,3,.,.,.,.,.
28075,"Lauderdale County, MS",.,.,.,.,0.09,0.082,.,.,.,.,.,.,.,.
28081,"Lee County, MS",.,.,.,.,0.11,0.094,.,.,.,.,.,34,16,.
28089,"Madison County, MS",.,.,.,.,0.1,0.084,.,.,.,.,.,.,.,.
28149,"Warren County, MS",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
29021,"Buchanan County, MO",.,.,.,.,.,.,41,13,2,28,12.5,.,.,.
29039,"Cedar County, MO",.,.,.,.,0.09,0.084,.,.,.,25,11.2,.,.,.
29047,"Clay County, MO",9.5,4.7,62,15,0.11,0.084,27,11,2,27,11.3,.,.,.
29077,"Greene County, MO",5,3.1,58,13,0.1,0.081,96,39,3,30,12.2,34,18,.
29091,"Howell County, MO",.,.,.,.,.,.,.,.,.,34,13,.,.,.
29093,"Iron County, MO",.,.,.,.,.,.,304,76,7,.,.,.,.,.
29095,"Jackson County, MO",6.7,3.6,.,.,0.12,0.081,29,9,2,30,14.1,56,28,.
29097,"Jasper County, MO",.,.,.,.,.,.,.,.,.,27,13.1,105,34,.
29099,"Jefferson County, MO",.,.,.,.,0.12,0.102,307,45,8,42,15.2,.,.,.
29137,"Monroe County, MO",.,.,.,.,0.11,0.092,29,11,4,.,.,33,13,.
29165,"Platte County, MO",.,.,48,10,0.09,0.076,19,8,1,.,.,.,.,.
29183,"Saint Charles County, MO",.,.,47,12,0.13,0.099,103,16,5,38,14.2,.,.,.
29186,"Sainte Genevieve County, MO",.,.,.,.,0.11,0.095,.,.,.,37,13.8,.,.,.
29189,"Saint Louis County, MO",5,2.7,68,24,0.12,0.095,104,21,7,42,14.5,33,18,.
29510,"St. Louis City, MO",6.1,4.1,73,27,0.12,0.088,145,37,8,42,15.2,91,35,.
30013,"Cascade County, MT",7.1,3.5,.,.,.,.,50,12,3,.,.,.,.,.
30029,"Flathead County, MT",7.9,4.8,.,.,0.07,0.058,.,.,.,.,.,95,26,.
30031,"Gallatin County, MT",13.5,5.4,.,.,.,.,.,.,.,.,.,62,25,.
30035,"Glacier County, MT",.,.,.,.,.,.,.,.,.,.,.,69,26,.
30043,"Jefferson County, MT",.,.,.,.,.,.,118,29,4,.,.,.,.,.
30047,"Lake County, MT",.,.,.,.,.,.,.,.,.,.,.,118,21,.
30049,"Lewis and Clark County, MT",.,.,.,.,.,.,220,36,5,.,.,125,25,.
30053,"Lincoln County, MT",.,.,.,.,.,.,.,.,.,.,.,74,26,.
30063,"Missoula County, MT",5.8,4.4,.,.,.,.,.,.,.,.,.,43,20,.
30081,"Ravalli County, MT",.,.,.,.,.,.,.,.,.,.,.,44,19,.
30087,"Rosebud County, MT",.,.,30,4,.,.,37,6,2,.,.,106,32,.
30093,"Silver Bow County, MT",7.3,4.1,.,.,.,.,.,.,.,.,.,62,21,.
30111,"Yellowstone County, MT",8.4,5.8,.,.,.,.,109,37,7,17,8,69,21,.
31025,"Cass County, NE",.,.,.,.,.,.,.,.,.,.,.,94,39,.
31047,"Dawson County, NE",.,.,.,.,.,.,.,.,.,.,.,76,34,.
31055,"Douglas County, NE",12.4,8.8,.,.,0.09,0.08,.,.,.,.,.,102,43,.
31109,"Lancaster County, NE",9.2,5.7,.,.,0.06,0.053,.,.,.,25,10.6,.,.,.
32003,"Clark County, NV",10.2,8.2,85,27,0.1,0.084,14,7,1,26,10.3,281,56,.
32005,"Douglas County, NV",9.5,4.3,.,.,.,.,.,.,.,.,.,.,.,.
32007,"Elko County, NV",.,.,.,.,.,.,.,.,.,.,.,78,25,.
32031,"Washoe County, NV",9.5,7.1,.,.,0.1,0.076,.,.,.,33,9.9,116,55,.
32033,"White Pine County, NV",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
32510,"Carson City, NV",8.6,4.4,.,.,0.08,0.066,.,.,.,.,.,.,.,.
33001,"Belknap County, NH",.,.,.,.,0.09,0.075,.,.,.,.,.,.,.,.
33003,"Carroll County, NH",.,.,.,.,0.09,0.068,.,.,.,.,.,.,.,.
33005,"Cheshire County, NH",.,.,.,.,0.11,0.079,44,22,5,.,.,49,22,.
33007,"Coos County, NH",.,.,.,.,.,.,112,28,5,.,.,63,29,.
33009,"Grafton County, NH",.,.,.,.,0.09,0.072,.,.,.,.,.,.,.,.
33011,"Hillsborough County, NH",12,5.3,.,.,0.1,0.089,35,16,4,.,.,41,17,.
33013,"Merrimack County, NH",.,.,.,.,0.09,0.074,143,28,4,29,10.8,39,17,.
33015,"Rockingham County, NH",.,.,38,9,0.12,0.089,.,.,.,.,.,34,16,.
33017,"Strafford County, NH",.,.,.,.,0.1,0.084,.,.,.,.,.,.,.,.
33019,"Sullivan County, NH",.,.,.,.,0.1,0.077,33,15,3,.,.,46,16,.
34001,"Atlantic County, NJ",.,.,.,.,0.12,0.095,25,9,3,.,.,46,22,.
34003,"Bergen County, NJ",5.7,4.4,.,.,.,.,35,20,5,39,13.7,73,34,.
34005,"Burlington County, NJ",5.7,3.7,.,.,.,.,37,18,4,.,.,.,.,.
34007,"Camden County, NJ",5.5,3.7,63,22,0.13,0.105,52,23,6,35,14,51,22,.
34011,"Cumberland County, NJ",.,.,.,.,0.12,0.096,28,12,3,.,.,.,.,.
34013,"Essex County, NJ",5.5,3.9,83,33,0.12,0.097,.,.,.,.,.,.,.,.
34015,"Gloucester County, NJ",.,.,.,.,0.13,0.104,48,20,5,.,.,.,.,.
34017,"Hudson County, NJ",10,6.1,73,26,0.14,0.106,60,30,8,.,.,56,35,.
34019,"Hunterdon County, NJ",.,.,.,.,0.13,0.109,.,.,.,.,.,.,.,.
34021,"Mercer County, NJ",.,.,53,17,0.15,0.113,.,.,.,33,13.3,48,20,.
34023,"Middlesex County, NJ",4.5,3.3,59,19,0.15,0.11,36,16,5,.,.,.,.,.
34025,"Monmouth County, NJ",8,3.4,.,.,0.12,0.095,.,.,.,.,.,.,.,.
34027,"Morris County, NJ",5.9,4.1,48,11,0.12,0.102,46,20,4,30,10.6,.,.,.
34029,"Ocean County, NJ",.,.,.,.,0.14,0.105,.,.,.,.,.,.,.,.
34031,"Passaic County, NJ",.,.,.,.,0.13,0.099,.,.,.,.,.,.,.,.
34039,"Union County, NJ",8.9,6.6,100,42,.,.,59,23,7,.,.,67,33,.
35001,"Bernalillo County, NM",7.5,4.6,.,16,0.1,0.076,.,.,.,.,.,93,39,.
35005,"Chaves County, NM",.,.,.,.,.,.,.,.,.,.,.,32,18,.
35013,"Dona Ana County, NM",7,3.8,64,12,0.1,0.082,36,7,1,15,6.6,104,46,.
35015,"Eddy County, NM",.,.,35,5,0.08,0.071,60,6,1,.,.,.,.,.
35017,"Grant County, NM",.,.,.,.,.,.,222,30,3,.,.,48,21,.
35023,"Hidalgo County, NM",.,.,.,.,.,.,190,25,2,.,.,.,.,.
35025,"Lea County, NM",.,.,.,.,.,.,.,.,.,.,.,29,17,.
35029,"Luna County, NM",.,.,.,.,.,.,.,.,.,.,.,109,23,.
35043,"Sandoval County, NM",1.9,0.9,54,10,0.09,0.076,.,.,.,.,.,45,18,.
35045,"San Juan County, NM",7.2,2.3,45,12,0.08,0.065,204,38,10,.,.,35,17,.
35049,"Santa Fe County, NM",4.4,1.7,.,.,.,.,.,.,.,11,4.9,30,13,.
35055,"Taos County, NM",.,.,.,.,.,.,.,.,.,.,.,22,10,.
35061,"Valencia County, NM",.,.,.,.,0.09,0.072,.,.,.,.,.,.,.,.
36001,"Albany County, NY",2.5,1.4,.,.,0.11,0.084,37,16,3,.,.,.,.,.
36005,"Bronx County, NY",5.7,4,90,33,0.14,0.103,77,41,11,.,.,.,.,.
36013,"Chautauqua County, NY",.,.,.,.,0.1,0.092,115,37,8,.,.,40,14,.
36015,"Chemung County, NY",.,.,.,.,0.09,0.082,27,15,3,.,.,.,.,.
36027,"Dutchess County, NY",.,.,.,.,0.12,0.093,.,.,.,.,.,.,.,.
36029,"Erie County, NY",3.9,2.2,77,22,0.1,0.09,246,52,10,.,.,.,.,.
36031,"Essex County, NY",.,.,.,.,0.1,0.082,13,7,1,.,.,40,10,.
36041,"Hamilton County, NY",.,.,.,.,0.09,0.079,14,6,1,.,.,.,.,.
36043,"Herkimer County, NY",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
36045,"Jefferson County, NY",.,.,.,.,0.1,0.089,.,.,.,.,.,.,.,.
36047,"Kings County, NY",7.3,4.9,.,.,.,.,54,30,9,.,.,.,.,.
36053,"Madison County, NY",.,.,.,.,0.09,0.081,28,15,2,.,.,.,.,.
36055,"Monroe County, NY",5.5,2.6,.,.,.,.,130,41,7,.,.,.,.,.
36059,"Nassau County, NY",6.2,4.5,79,24,.,.,59,28,6,.,.,41,16,.
36061,"New York County, NY",7.1,4.7,90,41,0.13,0.109,79,45,13,.,.,.,.,.
36063,"Niagara County, NY",4.2,2.5,.,.,0.1,0.088,64,20,5,.,.,.,.,.
36065,"Oneida County, NY",.,.,.,.,0.09,0.078,.,.,.,.,.,.,.,.
36067,"Onondaga County, NY",5.6,3.1,.,.,0.1,0.086,21,12,2,.,.,.,.,.
36071,"Orange County, NY",.,.,.,.,0.12,0.094,.,.,.,.,.,.,.,.
36079,"Putnam County, NY",.,.,.,.,0.13,0.096,39,11,2,.,.,.,.,.
36081,"Queens County, NY",3.4,2.5,78,29,0.13,0.094,53,28,7,.,.,.,.,.
36083,"Rensselaer County, NY",.,.,.,.,.,.,18,11,1,.,.,.,.,.
36085,"Richmond County, NY",.,.,.,.,0.15,0.105,46,22,6,.,.,.,.,.
36091,"Saratoga County, NY",.,.,.,.,0.11,0.092,.,.,.,.,.,.,.,.
36093,"Schenectady County, NY",6.4,4.2,.,.,0.11,0.08,24,13,3,.,.,.,.,.
36103,"Suffolk County, NY",.,.,.,.,0.13,0.107,.,.,.,.,.,.,.,.
36111,"Ulster County, NY",.,.,.,.,0.1,0.082,20,10,2,.,.,.,.,.
36117,"Wayne County, NY",.,.,.,.,0.1,0.089,.,.,.,.,.,.,.,.
36119,"Westchester County, NY",.,.,.,.,0.14,0.108,.,.,.,.,.,.,.,.
37003,"Alexander County, NC",.,.,.,.,0.11,0.082,19,7,5,.,.,.,.,.
37013,"Beaufort County, NC",.,.,.,.,.,.,61,15,6,.,.,.,.,.
37021,"Buncombe County, NC",.,.,.,.,0.1,0.084,.,.,.,32,16.1,41,20,.
37025,"Cabarrus County, NC",.,.,.,.,.,.,.,.,.,34,16,.,.,.
37027,"Caldwell County, NC",.,.,.,.,0.12,0.094,.,.,.,.,.,.,.,.
37029,"Camden County, NC",.,.,.,.,0.11,0.091,.,.,.,.,.,.,.,.
37033,"Caswell County, NC",.,.,.,.,0.11,0.091,.,.,.,.,.,.,.,.
37035,"Catawba County, NC",.,.,.,.,.,.,.,.,.,34,17.4,49,25,.
37037,"Chatham County, NC",.,.,.,.,0.11,0.088,.,.,.,.,.,.,.,.
37051,"Cumberland County, NC",5.9,4.5,.,.,0.12,0.1,14,7,5,.,.,42,24,.
37057,"Davidson County, NC",.,.,.,.,.,.,.,.,.,.,.,44,24,.
37059,"Davie County, NC",.,.,.,.,0.13,0.1,.,.,.,.,.,.,.,.
37061,"Duplin County, NC",.,.,.,.,0.1,0.089,12,7,5,33,12.4,.,.,.
37063,"Durham County, NC",7.6,5.2,.,.,0.11,0.089,.,.,.,34,15.7,46,23,.
37065,"Edgecombe County, NC",.,.,.,.,0.1,0.092,18,7,5,.,.,.,.,.
37067,"Forsyth County, NC",4.8,3.6,58,16,0.12,0.099,59,20,4,35,16.3,57,23,.
37069,"Franklin County, NC",.,.,.,.,0.11,0.085,.,.,.,.,.,.,.,.
37071,"Gaston County, NC",.,.,.,.,.,.,.,.,.,32,15.9,43,23,.
37077,"Granville County, NC",1.3,0.8,.,.,0.09,0.08,.,.,.,.,.,.,.,.
37081,"Guilford County, NC",4,3.1,.,.,0.11,0.096,.,.,.,.,.,47,25,.
37085,"Harnett County, NC",.,.,.,.,.,.,.,.,.,.,.,46,25,.
37087,"Haywood County, NC",.,.,.,.,0.11,0.095,.,.,.,29,15.8,39,23,.
37089,"Henderson County, NC",.,.,.,.,.,.,.,.,.,.,.,43,24,.
37099,"Jackson County, NC",.,.,.,.,0.09,0.087,.,.,.,.,.,.,.,.
37101,"Johnston County, NC",.,.,.,.,0.12,0.101,19,9,5,.,.,.,.,.
37107,"Lenoir County, NC",.,.,.,.,0.11,0.09,.,.,.,.,.,.,.,.
37109,"Lincoln County, NC",.,.,.,.,0.11,0.087,.,.,.,.,.,.,.,.
37111,"McDowell County, NC",.,.,.,.,.,.,.,.,.,32,16.3,.,.,.
37117,"Martin County, NC",.,.,.,.,0.1,0.081,.,.,.,.,.,.,.,.
37119,"Mecklenburg County, NC",7.1,4.3,.,18,0.13,0.104,.,.,.,38,17.6,60,30,.
37121,"Mitchell County, NC",.,.,.,.,.,.,.,.,.,31,15.7,49,28,.
37129,"New Hanover County, NC",8.2,4.4,.,.,0.08,0.067,101,27,7,37,12.8,.,.,.
37131,"Northampton County, NC",.,.,.,.,0.11,0.089,.,.,.,.,.,.,.,.
37133,"Onslow County, NC",.,.,.,.,.,.,.,.,.,36,12.7,.,.,.
37135,"Orange County, NC",14.2,5.4,.,.,.,.,.,.,.,32,14.9,.,.,.
37145,"Person County, NC",.,.,.,.,0.12,0.098,.,.,.,.,.,.,.,.
37147,"Pitt County, NC",.,.,.,.,0.11,0.093,.,.,.,.,.,.,.,.
37157,"Rockingham County, NC",.,.,.,.,0.11,0.081,.,.,.,.,.,.,.,.
37159,"Rowan County, NC",1.5,0.8,.,.,0.13,0.107,.,.,.,.,.,.,.,.
37173,"Swain County, NC",.,.,.,.,0.09,0.076,.,.,.,31,14.5,41,21,.
37179,"Union County, NC",.,.,.,.,0.12,0.096,.,.,.,.,.,.,.,.
37183,"Wake County, NC",6.6,4.9,.,.,0.13,0.108,.,.,.,37,15.7,48,21,.
37191,"Wayne County, NC",.,.,.,.,.,.,.,.,.,.,.,48,20,.
37199,"Yancey County, NC",.,.,.,.,0.1,0.092,.,.,.,.,.,.,.,.
38007,"Billings County, ND",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
38013,"Burke County, ND",.,.,.,3,.,.,.,.,.,.,.,44,17,.
38017,"Cass County, ND",.,.,42,6,0.07,0.066,7,3,1,.,.,64,20,.
38025,"Dunn County, ND",.,.,11,2,0.06,0.058,17,5,1,.,.,.,.,.
38053,"McKenzie County, ND",.,.,.,.,.,.,19,5,0,.,.,16,6,.
38055,"McLean County, ND",.,.,.,.,.,.,24,8,1,.,.,17,7,.
38057,"Mercer County, ND",.,.,32,5,0.07,0.059,68,16,2,21,6.9,.,.,.
38059,"Morton County, ND",.,.,.,.,.,.,131,71,6,.,.,.,.,.
38065,"Oliver County, ND",.,.,25,3,0.08,0.059,88,14,2,.,.,.,.,.
38091,"Steele County, ND",.,.,.,1,0.07,0.064,7,4,0,21,7.7,.,.,.
38105,"Williams County, ND",.,.,.,.,.,.,170,64,3,.,.,.,.,.
39001,"Adams County, OH",.,.,.,.,.,.,115,56,8,.,.,.,.,.
39003,"Allen County, OH",.,.,.,.,0.11,0.093,28,13,3,.,.,32,17,.
39007,"Ashtabula County, OH",.,.,.,.,0.1,0.09,86,19,5,.,.,.,.,.
39009,"Athens County, OH",.,.,.,.,.,.,.,.,.,.,.,38,20,.
39013,"Belmont County, OH",.,.,.,.,.,.,.,.,.,.,.,69,26,.
39017,"Butler County, OH",.,.,.,.,0.12,0.096,72,24,6,.,.,85,31,.
39023,"Clark County, OH",.,.,.,.,0.11,0.092,39,17,4,.,.,.,.,.
39025,"Clermont County, OH",.,.,.,.,0.12,0.094,68,20,5,.,.,.,.,.
39027,"Clinton County, OH",.,.,.,.,0.11,0.097,.,.,.,.,.,.,.,.
39035,"Cuyahoga County, OH",6.8,3.9,68,25,0.1,0.089,178,36,9,.,.,106,42,.
39041,"Delaware County, OH",.,.,.,.,0.14,0.103,.,.,.,.,.,.,.,.
39049,"Franklin County, OH",8.5,2.5,.,.,0.11,0.097,44,15,4,40,17.7,76,27,.
39051,"Fulton County, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,.
39055,"Geauga County, OH",.,.,.,.,0.12,0.096,.,.,.,.,.,.,.,.
39057,"Greene County, OH",.,.,.,.,0.1,0.091,.,.,.,.,.,39,18,.
39061,"Hamilton County, OH",4.9,2.8,.,22,0.12,0.09,114,28,6,.,.,60,31,.
39081,"Jefferson County, OH",8.4,3,.,.,0.11,0.088,233,59,11,.,.,75,35,.
39083,"Knox County, OH",.,.,.,.,0.11,0.094,.,.,.,.,.,.,.,.
39085,"Lake County, OH",2.5,1.4,.,.,0.12,0.103,201,62,11,34,14.1,50,20,.
39087,"Lawrence County, OH",.,.,.,.,0.12,0.097,68,25,5,.,.,52,27,.
39089,"Licking County, OH",.,.,.,.,0.11,0.09,.,.,.,.,.,.,.,.
39091,"Logan County, OH",.,.,.,.,0.1,0.083,.,.,.,.,.,.,.,.
39093,"Lorain County, OH",.,.,.,.,0.12,0.087,63,27,5,38,15.3,76,29,.
39095,"Lucas County, OH",3.9,3.2,.,.,0.13,0.086,55,18,4,.,.,56,22,.
39097,"Madison County, OH",.,.,.,.,0.11,0.094,.,.,.,.,.,.,.,.
39099,"Mahoning County, OH",.,.,.,.,0.11,0.092,81,29,8,39,16.9,63,26,.
39103,"Medina County, OH",.,.,.,.,0.11,0.088,.,.,.,.,.,.,.,.
39105,"Meigs County, OH",.,.,.,.,.,.,125,35,6,.,.,.,.,.
