,CO,County Code,Lead,NO2,Ozone,PM10,PM2.5,SO2,State,Year
15,2.1500000000000004,20141.909090909092,,6.75,0.0695,23.4,9.219999999999999,3.3333333333333335,KS,2010.0
16,1.25,21110.214285714286,0.12,7.2,0.072,19.857142857142858,11.706666666666667,2.1818181818181817,KY,2010.0
17,2.0,22066.545454545456,,8.142857142857142,0.07494736842105262,23.6,9.924999999999999,4.25,LA,2010.0
18,1.3199999999999998,25013.833333333332,,11.6,0.07363636363636364,13.4,8.4125,2.2,MA,2010.0
19,1.1749999999999998,24054.933333333334,,15.5,0.08166666666666665,16.0,11.333333333333334,1.6666666666666667,MD,2010.0
20,0.6666666666666666,23014.636363636364,,6.0,0.063,12.8,,0.6666666666666666,ME,2010.0
21,1.25,26084.384615384617,0.10000000000000002,12.0,0.06995652173913045,17.5,8.855555555555558,2.0,MI,2010.0
22,1.875,27084.647058823528,0.09666666666666668,7.0,0.061571428571428576,24.5,8.642857142857142,0.5,MN,2010.0
23,1.0999999999999999,29119.869565217392,0.43599999999999994,14.0,0.07277777777777777,27.75,11.033333333333333,5.333333333333333,MO,2010.0
24,0.7,28045.5,,6.0,0.06966666666666667,,10.766666666666666,1.0,MS,2010.0
25,1.8,30062.6,,2.5,0.056666666666666664,19.0,8.7,3.0,MT,2010.0
26,1.475,37094.813953488374,,10.5,0.07245161290322583,17.333333333333332,10.276666666666667,1.1666666666666667,NC,2010.0
27,0.5,38041.5,,3.1666666666666665,0.061714285714285715,11.6,6.85,0.875,ND,2010.0
28,1.65,31115.4,,,0.057,43.0,8.34,2.0,NE,2010.0
29,2.4,33008.71428571428,,8.0,0.06757142857142857,11.5,7.38,4.333333333333333,NH,2010.0
30,1.5500000000000003,34020.125,,13.714285714285714,0.08228571428571428,25.5,9.263636363636364,1.1,NJ,2010.0
31,2.6,35029.8,,7.666666666666667,0.0648,28.333333333333332,4.6000000000000005,1.0,NM,2010.0
32,2.9,32078.125,,14.5,0.067,28.333333333333332,6.75,,NV,2010.0
33,1.2181818181818185,36062.09090909091,0.04,11.285714285714286,0.07219354838709677,,8.7875,1.65,NY,2010.0
34,1.6375,39082.441860465115,0.0925,11.666666666666666,0.0746969696969697,22.8125,12.528571428571427,3.3125,OH,2010.0
35,0.9666666666666668,40070.2,0.0,6.666666666666667,0.06815789473684213,24.25,10.671428571428573,2.8,OK,2010.0
36,1.8,41039.0,0.03,9.0,0.058333333333333334,14.5,7.072727272727272,1.0,OR,2010.0
37,1.2692307692307692,42061.68571428571,0.12571428571428572,10.5625,0.07678787878787881,19.0625,12.075,3.6842105263157894,PA,2010.0
38,3.1,72061.66666666667,0.25,,0.039,27.6,,1.3333333333333333,PR,2010.0
39,1.6,44006.333333333336,,10.0,0.07533333333333335,13.5,7.75,1.0,RI,2010.0
40,0.7333333333333334,45041.7,,8.0,0.06894117647058824,20.5,10.822222222222223,1.0,SC,2010.0
41,0.3,46064.333333333336,,3.6666666666666665,0.06066666666666667,18.333333333333332,7.775,0.25,SD,2010.0
42,1.3,47112.333333333336,0.04,10.666666666666666,0.07539999999999998,21.5,12.850000000000001,3.857142857142857,TN,2010.0
43,1.17,48241.0,0.105,6.65,0.07378124999999999,23.11111111111111,10.1,1.1818181818181819,TX,2010.0
44,1.8999999999999997,49031.90909090909,0.04,12.8,0.07409090909090908,25.2,8.225,2.5,UT,2010.0
45,1.4625000000000001,51325.91891891892,0.11,9.777777777777779,0.07545454545454545,16.6,10.25,1.6666666666666667,VA,2010.0
46,,78010.0,,,,54.0,6.7,2.0,VI,2010.0
47,1.1,50010.333333333336,,8.5,0.0655,13.5,7.866666666666667,2.0,VT,2010.0
48,0.9333333333333332,53052.27272727273,,7.0,0.059375,18.5,7.279999999999999,1.0,WA,2010.0
49,0.4,55074.096774193546,0.15,13.0,0.06713793103448276,18.333333333333332,9.164705882352942,3.0,WI,2010.0
50,0.8,54047.46153846154,,,0.07275,20.0,12.681818181818182,5.125,WV,2010.0
51,0.6,56023.35294117647,,3.0,0.0645,20.181818181818183,5.8125,1.0,WY,2010.0
0,3.75,2091.6,,,0.04966666666666667,14.0,7.250000000000001,,AK,2011.0
1,5.5,1080.7777777777778,1.03,,0.06840000000000002,22.333333333333332,11.160000000000002,2.0,AL,2011.0
2,1.4,5088.333333333333,,10.0,0.06966666666666667,23.0,11.469230769230771,2.0,AR,2011.0
3,2.25,4014.6666666666665,0.27,18.5,0.07466666666666667,37.666666666666664,8.049999999999999,2.6666666666666665,AZ,2011.0
4,2.0,6057.038461538462,0.125,12.03125,0.07416326530612245,26.736842105263158,10.77560975609756,0.8461538461538461,CA,2011.0
5,1.45,8062.0,0.015,13.0,0.07523529411764704,21.68421052631579,6.675000000000001,1.5,CO,2011.0
6,1.575,9007.0,0.01,9.75,0.07899999999999999,12.0,8.82,1.5,CT,2011.0
7,1.1,10003.0,,,0.07733333333333335,,9.966666666666667,,DE,2011.0
8,1.2333333333333332,12070.861111111111,0.98,5.857142857142857,0.06714705882352945,17.714285714285715,8.6,0.6666666666666666,FL,2011.0
9,1.0999999999999999,13134.84,0.030000000000000002,6.666666666666667,0.07404761904761904,18.7,12.5,1.5714285714285714,GA,2011.0
10,0.85,15003.666666666666,,3.0,0.05,18.0,10.55,18.0,HI,2011.0
11,0.7000000000000001,19115.21052631579,0.08,7.5,0.06427272727272727,22.416666666666668,10.37142857142857,1.5,IA,2011.0
12,1.6,16032.6,,,0.061,17.4,9.933333333333332,2.0,ID,2011.0
13,1.44,17111.37037037037,0.13166666666666668,16.0,0.0707391304347826,22.0,,1.7272727272727273,IL,2011.0
14,3.275,18089.15,0.1,9.75,0.07296428571428572,21.571428571428573,12.066666666666666,3.1666666666666665,IN,2011.0
15,2.45,20146.4,,8.0,0.07411111111111111,22.333333333333332,9.700000000000001,2.0,KS,2011.0
16,1.0999999999999999,21120.8,0.036666666666666674,6.0,0.07159259259259258,18.0,10.553846153846154,1.8,KY,2011.0
17,1.4,22066.545454545456,,7.714285714285714,0.07605263157894736,24.8,9.966666666666667,4.75,LA,2011.0
18,1.6,25013.833333333332,0.0,13.4,0.07020000000000001,13.6,8.737499999999999,2.4,MA,2011.0
19,1.05,24053.066666666666,,15.5,0.08293333333333333,13.333333333333334,11.37142857142857,1.5,MD,2011.0
20,0.6333333333333334,23014.636363636364,,5.5,0.062000000000000006,14.333333333333334,,0.3333333333333333,ME,2011.0
21,1.45,26084.384615384617,0.04666666666666666,6.666666666666667,0.0747391304347826,17.5,8.77222222222222,2.0,MI,2011.0
22,1.16,27084.647058823528,,8.5,0.061000000000000006,34.666666666666664,8.6,0.6666666666666666,MN,2011.0
23,1.4,29124.363636363636,0.4125000000000001,14.0,0.07511111111111111,27.4,11.075,3.3333333333333335,MO,2011.0
24,1.0,28058.833333333332,,5.0,0.06944444444444445,,10.433333333333334,1.0,MS,2011.0
25,1.1199999999999999,30065.923076923078,,3.0,0.05450000000000001,23.0,8.299999999999999,1.3333333333333333,MT,2011.0
26,1.4249999999999998,37095.63636363636,,9.0,0.07073529411764706,14.333333333333334,9.49310344827586,1.1666666666666667,NC,2011.0
27,0.4,38039.666666666664,,2.4285714285714284,0.057624999999999996,12.4,6.683333333333334,0.875,ND,2011.0
28,1.55,31094.0,,,0.061,24.0,9.379999999999999,,NE,2011.0
29,2.0,33008.71428571428,,,0.06357142857142857,9.0,8.116666666666667,3.3333333333333335,NH,2011.0
30,1.4857142857142855,34020.125,,15.833333333333334,0.07966666666666665,31.5,9.933333333333334,1.8,NJ,2011.0
31,2.2,35032.09090909091,,7.833333333333333,0.0693,26.0,5.4,0.3333333333333333,NM,2011.0
32,2.766666666666667,32070.222222222223,,15.0,0.06783333333333334,26.75,7.449999999999999,1.0,NV,2011.0
33,1.3444444444444446,36061.125,1.03,8.75,0.06862068965517241,,8.807142857142855,1.6842105263157894,NY,2011.0
34,1.775,39082.86363636364,0.076,10.333333333333334,0.07652941176470587,19.733333333333334,11.217391304347826,3.125,OH,2011.0
35,0.9,40067.818181818184,0.015,7.75,0.08028571428571428,27.0,10.666666666666666,2.4,OK,2011.0
36,2.4,41039.25,0.04,9.0,0.05722222222222221,13.75,8.969999999999999,,OR,2011.0
37,1.2,42063.37837837838,0.07750000000000001,10.5625,0.07357142857142857,17.071428571428573,11.704761904761906,2.736842105263158,PA,2011.0
38,2.1999999999999997,72067.8,0.34,,0.040499999999999994,26.0,,1.0,PR,2011.0
39,1.3,44006.333333333336,,11.0,0.075,13.0,8.15,,RI,2011.0
40,0.9,45041.7,0.015,7.333333333333333,0.06835294117647059,19.4,10.700000000000001,0.8,SC,2011.0
41,0.5,46064.333333333336,,4.5,0.05983333333333333,15.857142857142858,6.725,0.5,SD,2011.0
42,1.3,47105.166666666664,0.125,9.25,0.07282352941176469,20.6,12.75,2.5,TN,2011.0
43,1.175,48229.28571428572,0.11333333333333334,6.380952380952381,0.07956250000000001,26.8,11.244444444444445,1.0,TX,2011.0
44,1.8,49030.166666666664,0.06,12.142857142857142,0.07641666666666667,20.4,7.737500000000001,1.5,UT,2011.0
45,1.3285714285714287,51290.325,0.02,8.727272727272727,0.07233333333333333,15.666666666666666,9.435294117647057,1.0,VA,2011.0
46,,78010.0,,,,,,4.0,VI,2011.0
47,1.45,50010.333333333336,,8.0,0.058499999999999996,,,3.0,VT,2011.0
48,1.0999999999999999,53053.333333333336,,6.0,0.051375,19.0,8.183333333333332,0.5,WA,2011.0
49,0.7,55067.206896551725,,6.0,0.06925925925925928,16.0,9.745454545454548,2.2,WI,2011.0
50,0.95,54042.692307692305,,,0.07011111111111111,18.0,11.336363636363636,5.2,WV,2011.0
51,0.5,56023.35294117647,,3.0,0.06866666666666668,20.307692307692307,5.522222222222222,0.5,WY,2011.0
0,4.55,2096.6666666666665,,,0.04866666666666667,16.8,6.659999999999999,8.0,AK,2012.0
1,1.7,1078.7777777777778,0.4466666666666667,,0.06935714285714287,19.666666666666668,9.666666666666666,1.0,AL,2012.0
2,1.4,5071.909090909091,0.01,10.0,0.07366666666666667,20.0,10.222222222222221,2.0,AR,2012.0
3,1.85,4014.4166666666665,0.2,19.5,0.0757,38.2,8.5125,4.0,AZ,2012.0
4,1.7875000000000003,6057.846153846154,0.042,11.612903225806452,0.07495918367346939,25.88095238095238,9.537499999999998,0.6923076923076923,CA,2012.0
5,1.2249999999999999,8060.481481481482,,13.0,0.07517647058823529,22.352941176470587,5.6,1.0,CO,2012.0
6,1.425,9008.0,0.01,8.0,0.08087499999999999,12.75,8.02,0.75,CT,2012.0
7,1.3,10003.0,0.0,12.0,0.08466666666666667,,9.2,1.0,DE,2012.0
8,1.3666666666666665,12070.394736842105,0.98,6.2,0.06502857142857145,18.384615384615383,8.3,0.6,FL,2012.0
9,1.0333333333333334,13144.666666666666,0.06666666666666667,6.333333333333333,0.07223809523809524,17.0,10.4375,1.2857142857142858,GA,2012.0
10,1.0,15005.0,0.0,3.0,0.046,19.0,9.125,27.0,HI,2012.0
11,1.2666666666666666,19115.444444444445,0.2,6.0,0.07100000000000004,24.727272727272727,9.66923076923077,1.5,IA,2012.0
12,1.6,16031.222222222223,0.0,,0.0695,20.0,13.333333333333334,3.0,ID,2012.0
13,1.2000000000000002,17111.56,0.10600000000000001,14.0,0.0785909090909091,,,1.5454545454545454,IL,2012.0
14,2.75,18090.560975609755,0.17,9.5,0.0776896551724138,22.285714285714285,11.09,2.7142857142857144,IN,2012.0
15,3.5999999999999996,20147.166666666668,0.11,7.25,0.07955555555555556,22.6,8.633333333333333,1.6666666666666667,KS,2012.0
16,1.0,21117.137931034482,0.08,6.0,0.07830769230769231,18.857142857142858,9.975,1.5,KY,2012.0
17,1.7,22066.545454545456,,7.428571428571429,0.0706842105263158,22.4,9.590909090909092,3.5,LA,2012.0
18,1.35,25013.833333333332,0.005,11.4,0.07445454545454545,14.5,8.37142857142857,2.0,MA,2012.0
19,0.9600000000000002,24053.066666666666,,12.333333333333334,0.08166666666666665,14.0,10.44,1.3333333333333333,MD,2012.0
20,0.6999999999999998,23014.636363636364,,5.333333333333333,0.06254545454545456,14.833333333333334,,0.6666666666666666,ME,2012.0
21,1.8499999999999999,26089.85714285714,0.027499999999999997,9.0,0.083,23.0,8.763157894736844,2.0,MI,2012.0
22,1.04,27084.647058823528,0.0425,6.333333333333333,0.06471428571428571,19.75,8.377777777777778,0.3333333333333333,MN,2012.0
23,1.2,29119.869565217392,0.256,14.0,0.08183333333333333,29.0,10.3,4.6,MO,2012.0
24,0.6,28062.333333333332,,4.0,0.06999999999999999,,,1.0,MS,2012.0
25,0.7,30070.333333333332,,2.0,0.0558,24.285714285714285,10.562500000000002,1.25,MT,2012.0
26,1.1500000000000001,37095.22727272727,0.0,9.0,0.07093939393939394,14.571428571428571,8.440000000000001,0.5,NC,2012.0
27,0.4,38039.666666666664,,2.857142857142857,0.058124999999999996,15.0,6.328571428571428,0.8888888888888888,ND,2012.0
28,1.5999999999999999,31096.2,0.07500000000000001,,0.06925,38.666666666666664,9.52,2.0,NE,2012.0
29,0.9666666666666667,33008.71428571428,0.0,,0.06657142857142857,10.0,7.8,1.0,NH,2012.0
30,1.8499999999999999,34020.125,0.0,14.0,0.07999999999999999,29.5,9.058333333333332,0.8333333333333334,NJ,2012.0
31,2.2,35029.8,0.01,7.666666666666667,0.0692,25.333333333333332,5.7,0.6666666666666666,NM,2012.0
32,3.6,32070.222222222223,,14.0,0.07033333333333334,27.75,8.85,0.5,NV,2012.0
33,0.9888888888888889,36063.0,0.06,12.75,0.07243333333333335,,8.681818181818182,1.2352941176470589,NY,2012.0
34,1.575,39081.46511627907,0.02727272727272728,14.0,0.07917647058823529,24.46153846153846,10.522727272727277,2.25,OH,2012.0
35,0.7333333333333334,40063.73684210526,0.013333333333333334,7.5,0.0791578947368421,21.666666666666668,10.2,2.3333333333333335,OK,2012.0
36,2.1,41037.375,0.030000000000000002,9.0,0.06222222222222223,14.25,8.260000000000002,1.0,OR,2012.0
37,1.1583333333333332,42061.32432432433,0.14,9.333333333333334,0.0766388888888889,17.133333333333333,11.104347826086956,2.4,PA,2012.0
38,3.1333333333333333,72070.33333333333,0.07333333333333333,20.0,0.045,28.75,6.24,2.0,PR,2012.0
39,1.0,44006.333333333336,,10.0,0.07766666666666668,11.5,7.25,1.0,RI,2012.0
40,1.0,45037.5,0.0,7.0,0.06485714285714286,16.0,,0.0,SC,2012.0
41,0.55,46064.333333333336,,5.25,0.068,19.77777777777778,7.624999999999999,0.0,SD,2012.0
42,1.05,47105.0,0.08,11.0,0.07582352941176469,19.5,11.55,2.5,TN,2012.0
43,1.2625,48242.94285714286,0.074,6.2105263157894735,0.07645454545454546,22.8,10.28,0.9,TX,2012.0
44,1.46,49027.71428571428,0.05,10.75,0.07271428571428572,21.5,7.466666666666667,0.6666666666666666,UT,2012.0
45,1.2857142857142858,51283.97368421053,0.023333333333333334,7.8,0.07169565217391305,13.727272727272727,8.581249999999999,1.0,VA,2012.0
46,,78010.0,,,,,,2.0,VI,2012.0
47,1.25,50010.333333333336,,7.0,0.067,7.0,7.95,2.0,VT,2012.0
48,0.9333333333333332,53047.833333333336,0.04,9.0,0.05828571428571428,16.5,8.379999999999999,1.0,WA,2012.0
49,0.4,55065.13333333333,0.1,6.5,0.07823076923076924,15.428571428571429,8.930769230769231,1.8,WI,2012.0
50,0.9,54045.4,,,0.071,17.0,10.416666666666666,4.285714285714286,WV,2012.0
51,0.6666666666666666,56022.0,,3.75,0.0668,21.5,6.028571428571429,0.75,WY,2012.0
0,3.6,2091.6,,,0.049,16.5,7.299999999999999,7.0,AK,2013.0
1,1.7,1080.7777777777778,0.14,,0.061733333333333335,18.75,8.92,0.5,AL,2013.0
2,1.1,5071.909090909091,0.0,9.0,0.06616666666666667,20.0,9.666666666666664,2.0,AR,2013.0
3,1.9000000000000001,4014.4615384615386,0.05333333333333334,18.0,0.07169999999999999,34.5,8.75,2.6666666666666665,AZ,2013.0
4,1.9708333333333334,6057.16,0.035,11.96875,0.07191666666666667,27.289473684210527,11.071428571428568,0.6153846153846154,CA,2013.0
5,1.4625,8062.538461538462,0.01,9.5,0.07368421052631578,22.0,6.833333333333333,1.5,CO,2013.0
6,1.375,9008.0,,8.25,0.079625,12.5,7.659999999999999,0.6666666666666666,CT,2013.0
7,1.1,10003.0,0.0,2.0,0.06766666666666667,,8.700000000000001,0.5,DE,2013.0
8,0.9666666666666668,12068.861111111111,0.49,5.571428571428571,0.06309090909090909,16.25,6.55,0.3,FL,2013.0
9,1.0,13141.0,0.043333333333333335,5.333333333333333,0.06276190476190477,16.0,9.47777777777778,1.3333333333333333,GA,2013.0
10,1.1,15005.0,0.0,2.5,0.047,19.0,7.3,11.0,HI,2013.0
11,1.0666666666666667,19115.21052631579,0.13,6.0,0.06154545454545454,21.333333333333332,9.471428571428572,1.0,IA,2013.0
12,1.4,16033.857142857143,0.0,11.0,0.067,19.0,12.699999999999998,2.0,ID,2013.0
13,0.6333333333333333,17111.37037037037,0.04,16.0,0.06530434782608696,30.0,,1.25,IL,2013.0
14,2.55,18090.560975609755,0.06,10.0,0.06448275862068965,19.0,10.575,2.5714285714285716,IN,2013.0
15,1.5,20148.833333333332,0.12000000000000001,6.75,0.066625,19.666666666666668,8.55,0.6666666666666666,KS,2013.0
16,0.85,21120.8,0.03666666666666667,5.8,0.0621851851851852,15.666666666666666,9.471428571428572,0.7,KY,2013.0
17,1.8,22066.545454545456,,7.142857142857143,0.06521052631578948,20.2,8.391666666666667,2.0,LA,2013.0
18,1.0999999999999999,25013.833333333332,0.0,10.8,0.0699090909090909,14.75,7.357142857142857,1.8,MA,2013.0
19,0.8400000000000001,24053.066666666666,0.0,11.333333333333334,0.0682,13.0,9.23,1.0,MD,2013.0
20,0.6999999999999998,23014.636363636364,,4.666666666666667,0.06481818181818182,13.25,,0.3333333333333333,ME,2013.0
21,1.3,26089.85714285714,0.03,8.666666666666666,0.06792000000000001,18.0,7.958823529411766,1.5,MI,2013.0
22,1.475,27084.647058823528,0.043333333333333335,8.0,0.062000000000000006,21.666666666666668,7.983333333333333,1.0,MN,2013.0
23,1.0,29118.5,0.3233333333333334,13.5,0.06633333333333333,22.333333333333332,9.899999999999999,3.6666666666666665,MO,2013.0
24,1.5,28062.333333333332,,4.0,0.061888888888888896,,,1.0,MS,2013.0
25,0.7000000000000001,30065.615384615383,,1.1666666666666667,0.055,15.833333333333334,7.254545454545456,1.0,MT,2013.0
26,1.5,37093.8,0.0,7.0,0.06252941176470589,14.75,8.489999999999998,0.25,NC,2013.0
27,0.3,38039.666666666664,,2.7142857142857144,0.059111111111111114,13.285714285714286,5.888888888888889,1.0,ND,2013.0
28,1.9,31097.666666666668,0.03,,0.06266666666666666,29.0,8.819999999999999,2.0,NE,2013.0
29,0.6666666666666666,33008.71428571428,0.0,,0.06471428571428571,16.0,7.333333333333333,1.0,NH,2013.0
30,1.65,34020.125,0.0,13.0,0.06928571428571428,19.0,9.084615384615384,0.7142857142857143,NJ,2013.0
31,1.1,35029.8,0.01,6.833333333333333,0.0689,20.25,6.65,0.3333333333333333,NM,2013.0
32,2.65,32078.375,0.01,15.0,0.06966666666666667,28.5,11.55,1.5,NV,2013.0
33,0.9714285714285715,36062.18518518518,0.11,14.333333333333334,0.06553846153846155,,7.627272727272728,1.1538461538461537,NY,2013.0
34,1.4125,39081.681818181816,0.020833333333333332,12.5,0.06638235294117648,21.142857142857142,10.447368421052632,1.8888888888888888,OH,2013.0
35,0.7333333333333334,40072.4,0.03,7.666666666666667,0.06947368421052631,19.8,9.440000000000001,1.0,OK,2013.0
36,1.8,41035.13333333333,0.0,10.0,0.05633333333333333,14.333333333333334,11.04,1.0,OR,2013.0
37,1.1583333333333332,42063.15,0.06777777777777778,7.5,0.06756756756756757,17.0,10.84090909090909,2.1666666666666665,PA,2013.0
38,2.0333333333333337,72067.16666666667,2.5,,0.030500000000000003,25.6,5.4750000000000005,3.0,PR,2013.0
39,1.3,44006.333333333336,0.01,10.0,0.076,14.0,7.0,1.0,RI,2013.0
40,0.7,45039.444444444445,0.0,6.333333333333333,0.058399999999999994,15.0,9.0,0.0,SC,2013.0
41,0.4,46064.333333333336,,4.25,0.06316666666666666,18.555555555555557,7.6125,0.25,SD,2013.0
42,1.075,47109.90909090909,0.05333333333333334,11.0,0.06287500000000001,17.571428571428573,9.158333333333333,2.0,TN,2013.0
43,1.1333333333333335,48242.94285714286,0.03,5.8,0.07208823529411763,24.6,10.05,0.7692307692307693,TX,2013.0
44,2.075,49027.71428571428,0.08,12.75,0.07815384615384617,22.8,12.9,1.0,UT,2013.0
45,1.275,51286.59459459459,0.006666666666666667,7.4,0.06254166666666668,11.375,7.9785714285714295,1.0,VA,2013.0
46,1.1,50010.333333333336,,7.0,0.062,7.0,6.666666666666667,,VT,2013.0
47,1.2666666666666666,53050.333333333336,0.0,6.0,0.05275,17.666666666666668,7.983333333333334,1.0,WA,2013.0
48,0.3,55064.333333333336,0.11,5.5,0.06552,16.125,8.025,1.5,WI,2013.0
49,1.0,54045.4,0.01,,0.06280000000000001,15.5,9.541666666666668,3.8,WV,2013.0
50,0.4666666666666666,56023.35294117647,,3.5555555555555554,0.06471428571428571,18.692307692307693,4.77,1.8,WY,2013.0
0,2.8499999999999996,2091.6,,,0.04866666666666667,20.666666666666668,8.075,7.0,AK,2014.0
1,2.4,1080.7777777777778,0.055,14.0,0.06186666666666669,20.0,9.545454545454547,2.0,AL,2014.0
2,1.2,5072.4,0.0,8.5,0.06316666666666666,20.0,9.2625,1.5,AR,2014.0
3,1.95,4014.4615384615386,0.07333333333333335,18.0,0.0724,37.09090909090909,7.487500000000001,2.6666666666666665,AZ,2014.0
4,1.6423076923076925,6057.862745098039,0.037142857142857144,10.787878787878787,0.0743265306122449,26.615384615384617,9.96315789473684,0.38461538461538464,CA,2014.0
5,1.45,8059.076923076923,0.0,9.333333333333334,0.06657894736842107,22.352941176470587,6.881818181818181,1.6666666666666667,CO,2014.0
6,1.175,9008.0,0.01,9.5,0.073375,12.25,7.839999999999999,0.75,CT,2014.0
7,1.0,10003.0,0.0,,0.068,,8.866666666666667,0.5,DE,2014.0
8,1.3333333333333333,12071.027027027027,0.13,6.0,0.06326470588235293,15.5,6.8374999999999995,0.6363636363636364,FL,2014.0
9,1.2,13155.285714285714,,6.0,0.06499999999999997,17.0,10.153333333333334,1.3333333333333333,GA,2014.0
10,1.3,15003.666666666666,,2.5,0.054000000000000006,19.0,6.866666666666667,12.5,HI,2014.0
11,0.7666666666666667,19115.21052631579,0.1,6.0,0.06218181818181818,21.25,9.399999999999999,1.4285714285714286,IA,2014.0
12,2.1,16033.0,0.0,,0.0635,17.0,8.333333333333334,2.0,ID,2014.0
13,0.8333333333333334,17108.153846153848,0.0375,16.0,0.06595652173913044,33.0,,1.5454545454545454,IL,2014.0
14,2.733333333333333,18088.52380952381,0.07333333333333333,9.0,0.06300000000000001,20.5,11.199999999999998,2.375,IN,2014.0
15,1.1,20152.636363636364,0.08,6.75,0.065375,19.6,9.2,1.3333333333333333,KS,2014.0
16,0.7000000000000001,21119.55172413793,0.02666666666666667,5.6,0.06448148148148147,16.666666666666668,9.646666666666668,1.0,KY,2014.0
17,1.3,22066.545454545456,,7.75,0.06842105263157897,20.25,8.144444444444444,1.8,LA,2014.0
18,0.9500000000000001,25013.615384615383,0.0,9.666666666666666,0.062307692307692314,12.333333333333334,6.9875,1.0,MA,2014.0
19,0.75,24051.4375,0.0,11.2,0.06633333333333334,13.0,9.33,1.0,MD,2014.0
20,0.5,23014.636363636364,,4.5,0.059090909090909104,11.333333333333334,8.25,0.3333333333333333,ME,2014.0
21,1.2,26089.85714285714,0.022,8.0,0.06808,17.333333333333332,8.73125,1.8,MI,2014.0
22,1.02,27089.333333333332,0.025000000000000005,11.0,0.06028571428571429,23.4,7.480000000000001,1.0,MN,2014.0
23,1.05,29118.5,0.15000000000000002,13.5,0.06561111111111112,24.166666666666668,9.883333333333335,2.3333333333333335,MO,2014.0
24,1.5,28062.333333333332,0.01,4.0,0.065,17.0,,1.0,MS,2014.0
25,0.75,30065.615384615383,,1.6,0.053857142857142846,18.625,7.1090909090909085,1.25,MT,2014.0
26,1.3333333333333333,37093.666666666664,0.0,8.333333333333334,0.06385714285714286,12.428571428571429,8.562962962962962,0.16666666666666666,NC,2014.0
27,0.3,38039.666666666664,,3.0,0.05722222222222221,13.375,4.888888888888889,0.7777777777777778,ND,2014.0
28,1.5,31090.75,0.01,,0.06233333333333333,25.333333333333332,7.824999999999999,2.0,NE,2014.0
29,0.4,33008.71428571428,0.0,,0.064,9.0,7.133333333333334,1.0,NH,2014.0
30,1.72,34020.125,0.0,13.857142857142858,0.06793333333333335,16.0,9.076923076923078,0.7142857142857143,NJ,2014.0
31,1.2,35030.63636363636,0.0,7.0,0.06536363636363637,29.75,5.7,0.3333333333333333,NM,2014.0
32,2.5999999999999996,32070.222222222223,0.01,14.0,0.06933333333333334,25.75,8.2,0.5,NV,2014.0
33,0.942857142857143,36062.07142857143,0.02,12.25,0.0628846153846154,,7.358333333333333,1.125,NY,2014.0
34,1.2875,39081.681818181816,0.022222222222222223,15.666666666666666,0.0668529411764706,19.923076923076923,10.18333333333333,1.894736842105263,OH,2014.0
35,0.6666666666666666,40067.47619047619,0.02,6.25,0.06520000000000001,20.4,9.133333333333333,1.25,OK,2014.0
36,1.15,41035.13333333333,0.0,8.0,0.059333333333333335,12.5,8.444444444444445,1.0,OR,2014.0
37,1.133333333333333,42062.21951219512,0.06454545454545456,7.75,0.06502702702702703,16.46153846153846,11.378947368421052,2.3,PA,2014.0
38,3.225,72069.44444444444,0.6866666666666665,,0.028500000000000004,23.0,,0.5,PR,2014.0
39,1.7,44006.333333333336,0.01,10.0,0.06466666666666666,10.0,5.033333333333333,1.0,RI,2014.0
40,0.7,45041.21052631579,0.0,7.0,0.06142857142857144,15.6,9.116666666666667,0.0,SC,2014.0
41,0.5,46064.333333333336,,4.0,0.05983333333333333,17.77777777777778,5.616666666666667,0.25,SD,2014.0
42,0.7999999999999999,47108.80952380953,0.03,8.5,0.06506250000000001,18.0,9.32727272727273,2.75,TN,2014.0
43,1.0444444444444445,48246.61111111111,0.01,5.7,0.06697058823529413,25.727272727272727,9.808333333333335,0.5714285714285714,TX,2014.0
44,1.8666666666666665,49027.71428571428,0.1,10.428571428571429,0.06784615384615383,18.6,7.728571428571429,1.0,UT,2014.0
45,1.042857142857143,51299.45714285714,0.005,7.0,0.06180952380952382,11.5,8.217647058823527,1.0,VA,2014.0
46,0.75,50010.333333333336,,7.0,0.06,7.0,7.3,1.0,VT,2014.0
47,1.2333333333333334,53050.333333333336,0.0,8.5,0.055999999999999994,17.25,6.7375,1.0,WA,2014.0
48,0.55,55068.769230769234,0.09,16.0,0.06684000000000001,15.4,8.772727272727273,1.8333333333333333,WI,2014.0
49,0.75,54042.857142857145,0.01,,0.0629,16.0,9.729999999999999,3.0,WV,2014.0
50,0.4666666666666666,56023.0,,4.222222222222222,0.06085714285714287,17.214285714285715,4.627272727272728,1.8333333333333333,WY,2014.0
0,2.5999999999999996,2091.6,,13.0,0.04866666666666667,18.0,10.274999999999999,7.0,AK,2015.0
1,1.9,1080.7777777777778,0.045000000000000005,13.0,0.06253333333333333,23.0,9.02142857142857,1.0,AL,2015.0
2,1.0,5071.909090909091,,8.0,0.0635,21.0,8.822222222222221,1.5,AR,2015.0
3,2.0,4014.4615384615386,0.043333333333333335,10.666666666666666,0.06999999999999999,27.4,7.7,2.0,AZ,2015.0
4,1.6538461538461533,6057.862745098039,0.042,10.909090909090908,0.07410204081632654,25.166666666666668,9.832558139534887,0.5714285714285714,CA,2015.0
5,1.4428571428571428,8056.692307692308,,9.5,0.06973684210526315,19.1875,6.377777777777776,1.6666666666666667,CO,2015.0
